measure,location,sex,age,cause,metric,year,val,upper,lower
Incidence,Toyama,Female,Age-standardized,Schizophrenia,Rate,2010,16.442259607688435,19.40177465150685,13.741173316959669
Incidence,Toyama,Male,Age-standardized,Schizophrenia,Rate,2011,19.389179923522754,22.9734701468605,16.242973786010683
Incidence,Toyama,Female,Age-standardized,Schizophrenia,Rate,2011,16.490079354635117,19.382660648650102,13.849657222657719
Incidence,Toyama,Male,Age-standardized,Schizophrenia,Rate,2012,19.41490794940023,23.01786173045273,16.343367443795422
Incidence,Toyama,Female,Age-standardized,Schizophrenia,Rate,2012,16.534970158994955,19.415652371663725,13.883932515630029
Incidence,Toyama,Male,Age-standardized,Schizophrenia,Rate,2013,19.436263859408978,23.070857313309272,16.321996514559164
Incidence,Toyama,Female,Age-standardized,Schizophrenia,Rate,2013,16.57682118486927,19.449142179890877,14.001432476835111
Incidence,Toyama,Male,Age-standardized,Schizophrenia,Rate,2014,19.440744729081096,23.103776117818985,16.45298532339252
Incidence,Toyama,Female,Age-standardized,Schizophrenia,Rate,2014,16.61552159635935,19.515054213335063,13.992642960171157
Incidence,Toyama,Male,Age-standardized,Schizophrenia,Rate,2015,19.415847633948662,23.10211719234154,16.29986599123148
Incidence,Toyama,Female,Age-standardized,Schizophrenia,Rate,2015,16.650960557566506,19.622028880386157,14.005247728976329
Incidence,Toyama,Male,Age-standardized,Schizophrenia,Rate,2016,19.072993641388145,22.474271200063,15.986272728470171
Incidence,Toyama,Female,Age-standardized,Schizophrenia,Rate,2016,16.639238206888407,19.50813339055104,13.978886800861044
Incidence,Toyama,Male,Age-standardized,Schizophrenia,Rate,2017,18.74891069263397,22.448772492293067,15.687593456094822
Incidence,Toyama,Female,Age-standardized,Schizophrenia,Rate,2017,16.60279289916122,19.558268789294377,13.856340083279433
Incidence,Toyama,Male,Age-standardized,Schizophrenia,Rate,2018,18.823597088102694,22.279661674101007,15.842218535353549
Incidence,Toyama,Female,Age-standardized,Schizophrenia,Rate,2018,16.380905366212122,19.266881326156124,13.789593141420923
Incidence,Toyama,Male,Age-standardized,Schizophrenia,Rate,2019,19.087546148444318,22.80773249548832,15.895928660299969
Incidence,Toyama,Female,Age-standardized,Schizophrenia,Rate,2019,15.911179854869403,18.91916331469463,13.285280739277178
Incidence,Tōkyō,Male,Age-standardized,Schizophrenia,Rate,1990,19.20147408501013,22.793436096450257,16.028907319737506
Incidence,Tōkyō,Female,Age-standardized,Schizophrenia,Rate,1990,15.991314361902973,18.856397313265386,13.330511300027442
Incidence,Tōkyō,Male,Age-standardized,Schizophrenia,Rate,1991,19.239680270264476,22.8127471926305,16.126683010050943
Incidence,Tōkyō,Female,Age-standardized,Schizophrenia,Rate,1991,15.962297402487893,18.818675316877982,13.372951617736474
Incidence,Tōkyō,Male,Age-standardized,Schizophrenia,Rate,1992,19.265825906109644,22.885800216118536,16.144703134469307
Incidence,Tōkyō,Female,Age-standardized,Schizophrenia,Rate,1992,15.937433066212417,18.897365455096217,13.366582517953573
Incidence,Tōkyō,Male,Age-standardized,Schizophrenia,Rate,1993,19.28168786825296,22.93331544686964,16.204327301623625
Incidence,Tōkyō,Female,Age-standardized,Schizophrenia,Rate,1993,15.9177547179065,18.873822085152838,13.383457127453186
Incidence,Tōkyō,Male,Age-standardized,Schizophrenia,Rate,1994,19.289043032401725,22.906286169952335,16.243568559966747
Incidence,Tōkyō,Female,Age-standardized,Schizophrenia,Rate,1994,15.904295722400112,18.90810986003519,13.38739375869496
Incidence,Tōkyō,Male,Age-standardized,Schizophrenia,Rate,1995,19.28966827426326,22.995715024903767,16.15103615075564
Incidence,Tōkyō,Female,Age-standardized,Schizophrenia,Rate,1995,15.898089444523215,19.001458278664558,13.387621204682617
Incidence,Tōkyō,Male,Age-standardized,Schizophrenia,Rate,1996,19.26814711037909,22.897578091909068,16.22797929645691
Incidence,Tōkyō,Female,Age-standardized,Schizophrenia,Rate,1996,15.899331061096158,18.90320191070104,13.422170162698892
Incidence,Tōkyō,Male,Age-standardized,Schizophrenia,Rate,1997,19.219769614627438,22.917008268923023,16.133938550176882
Incidence,Tōkyō,Female,Age-standardized,Schizophrenia,Rate,1997,15.905595900984663,18.78043311840432,13.41007137448917
Incidence,Tōkyō,Male,Age-standardized,Schizophrenia,Rate,1998,19.16237249872068,22.869699659764926,16.06719151488572
Incidence,Tōkyō,Female,Age-standardized,Schizophrenia,Rate,1998,15.913987557086722,18.7298231533107,13.36447857662927
Incidence,Tōkyō,Male,Age-standardized,Schizophrenia,Rate,1999,19.113792474371188,22.757838459055392,16.021801008492666
Incidence,Tōkyō,Female,Age-standardized,Schizophrenia,Rate,1999,15.921609622300345,18.72926292603857,13.315999253976662
Incidence,Tōkyō,Male,Age-standardized,Schizophrenia,Rate,2000,19.09186625329133,22.8178349767086,15.923361751039959
Incidence,Tōkyō,Female,Age-standardized,Schizophrenia,Rate,2000,15.925565689523527,18.766877635968125,13.194185191719306
Incidence,Tōkyō,Male,Age-standardized,Schizophrenia,Rate,2001,19.098257412843505,22.753771086906042,16.012591406142725
Incidence,Tōkyō,Female,Age-standardized,Schizophrenia,Rate,2001,15.924503597199841,18.695184382907012,13.264042846069255
Incidence,Tōkyō,Male,Age-standardized,Schizophrenia,Rate,2002,19.118065843089564,22.776099521525413,16.00829255062368
Incidence,Tōkyō,Female,Age-standardized,Schizophrenia,Rate,2002,15.920896722437316,18.61646241641385,13.346619100237396
Incidence,Tōkyō,Male,Age-standardized,Schizophrenia,Rate,2003,19.144282724791044,22.86515719384664,16.055003232176574
Incidence,Tōkyō,Female,Age-standardized,Schizophrenia,Rate,2003,15.917586966130681,18.75733051708213,13.289176966747318
Incidence,Tōkyō,Male,Age-standardized,Schizophrenia,Rate,2004,19.169899238709476,22.951361683352676,16.046755089785954
Incidence,Tōkyō,Female,Age-standardized,Schizophrenia,Rate,2004,15.917416229174652,18.898045918109812,13.235213424582298
Incidence,Tōkyō,Male,Age-standardized,Schizophrenia,Rate,2005,19.18790656560641,23.061612080970665,15.981732182979288
Incidence,Tōkyō,Female,Age-standardized,Schizophrenia,Rate,2005,15.923226412463949,19.023602847192645,13.22264380150712
Incidence,Tōkyō,Male,Age-standardized,Schizophrenia,Rate,2006,19.203051688921928,23.077054841018196,16.044372044209883
Incidence,Tōkyō,Female,Age-standardized,Schizophrenia,Rate,2006,15.972139881135773,18.853825398914317,13.3416743726836
Incidence,Tōkyō,Male,Age-standardized,Schizophrenia,Rate,2007,19.222480820172287,23.025349159110597,16.061636182968762
Incidence,Tōkyō,Female,Age-standardized,Schizophrenia,Rate,2007,16.076706619404995,18.96000876331142,13.493516899633441
Incidence,Tōkyō,Male,Age-standardized,Schizophrenia,Rate,2008,19.242783982233284,23.085363662755537,16.13006274515743
Incidence,Tōkyō,Female,Age-standardized,Schizophrenia,Rate,2008,16.20290995678283,19.049218572733707,13.58337107347328
Incidence,Tōkyō,Male,Age-standardized,Schizophrenia,Rate,2009,19.260551197980718,23.161642062815957,16.05926547237095
Incidence,Tōkyō,Female,Age-standardized,Schizophrenia,Rate,2009,16.316733222780485,19.192517446033673,13.579298340780246
Incidence,Tōkyō,Male,Age-standardized,Schizophrenia,Rate,2010,19.272372490290373,23.146087568566156,15.964798889708627
Incidence,Tōkyō,Female,Age-standardized,Schizophrenia,Rate,2010,16.384159746909162,19.404685826124346,13.662544764120439
Incidence,Tōkyō,Male,Age-standardized,Schizophrenia,Rate,2011,19.281617138623947,23.169830691349524,16.07561592593749
Incidence,Tōkyō,Female,Age-standardized,Schizophrenia,Rate,2011,16.416527536169372,19.41515624970563,13.735546013385097
Incidence,Tōkyō,Male,Age-standardized,Schizophrenia,Rate,2012,19.29002978761793,22.963482972801685,16.173403498122767
Incidence,Tōkyō,Female,Age-standardized,Schizophrenia,Rate,2012,16.447125790080428,19.323426318204447,13.785194494741424
Incidence,Tōkyō,Male,Age-standardized,Schizophrenia,Rate,2013,19.291763507910286,22.952789878225325,16.168423301057864
Incidence,Tōkyō,Female,Age-standardized,Schizophrenia,Rate,2013,16.47486462693178,19.493114860548925,13.839648795481148
Incidence,Tōkyō,Male,Age-standardized,Schizophrenia,Rate,2014,19.28097137013901,22.927654915677127,16.169103517763507
Incidence,Tōkyō,Female,Age-standardized,Schizophrenia,Rate,2014,16.498654165012884,19.55113525526169,13.865995323220583
Incidence,Tōkyō,Male,Age-standardized,Schizophrenia,Rate,2015,19.251806444942073,23.003315604908483,16.083161716207883
Incidence,Tōkyō,Female,Age-standardized,Schizophrenia,Rate,2015,16.51740452261319,19.61253230539471,13.756968842892775
Incidence,Tōkyō,Male,Age-standardized,Schizophrenia,Rate,2016,18.965315279133378,22.52455288830154,15.984019119568377
Incidence,Tōkyō,Female,Age-standardized,Schizophrenia,Rate,2016,16.54068297312588,19.653771385090955,13.862414158509795
Incidence,Tōkyō,Male,Age-standardized,Schizophrenia,Rate,2017,18.705586300225892,22.27556751975451,15.520528100368002
Incidence,Tōkyō,Female,Age-standardized,Schizophrenia,Rate,2017,16.5521768436596,19.74816827616358,13.870984138452972
Incidence,Tōkyō,Male,Age-standardized,Schizophrenia,Rate,2018,18.809262025260075,22.35162436441595,15.752089037592508
Incidence,Tōkyō,Female,Age-standardized,Schizophrenia,Rate,2018,16.334393625950213,19.381048409262238,13.852303020725104
Incidence,Tōkyō,Male,Age-standardized,Schizophrenia,Rate,2019,19.127995159296006,22.755138477416914,16.028968449087706
Incidence,Tōkyō,Female,Age-standardized,Schizophrenia,Rate,2019,15.8528253291109,18.94422958658384,13.27522673831679
Incidence,Okayama,Male,Age-standardized,Schizophrenia,Rate,1990,19.307177692686654,22.644456607881914,16.15763566495744
Incidence,Okayama,Female,Age-standardized,Schizophrenia,Rate,1990,16.088320518817618,19.100601613341865,13.521296530423744
Incidence,Okayama,Male,Age-standardized,Schizophrenia,Rate,1991,19.31765984922659,22.6777341296398,16.156419854825142
Incidence,Okayama,Female,Age-standardized,Schizophrenia,Rate,1991,16.057550340705475,18.963675823187113,13.538557708689643
Incidence,Okayama,Male,Age-standardized,Schizophrenia,Rate,1992,19.326619737093,22.77208138567455,16.15650166952292
Incidence,Okayama,Female,Age-standardized,Schizophrenia,Rate,1992,16.030012696808978,18.932854517741234,13.494044537544301
Incidence,Okayama,Male,Age-standardized,Schizophrenia,Rate,1993,19.333603227974493,22.77293109579531,16.13424242686129
Incidence,Okayama,Female,Age-standardized,Schizophrenia,Rate,1993,16.00716648316066,18.81995801358933,13.424454950137449
Incidence,Okayama,Male,Age-standardized,Schizophrenia,Rate,1994,19.33815619355967,22.72328102062394,16.124342774230264
Incidence,Okayama,Female,Age-standardized,Schizophrenia,Rate,1994,15.990470595793065,18.895482690013775,13.412776604490247
Incidence,Okayama,Male,Age-standardized,Schizophrenia,Rate,1995,19.339824505537127,22.787210451706123,16.08147408065446
Incidence,Okayama,Female,Age-standardized,Schizophrenia,Rate,1995,15.981383930738723,18.988842205994928,13.316849219757609
Incidence,Okayama,Male,Age-standardized,Schizophrenia,Rate,1996,19.33808283239644,22.770280807201306,16.151257898545126
Incidence,Okayama,Female,Age-standardized,Schizophrenia,Rate,1996,15.976801405148183,18.939959663233893,13.374076344154654
Incidence,Okayama,Male,Age-standardized,Schizophrenia,Rate,1997,19.33378799038864,22.755642470357095,16.10872460148975
Incidence,Okayama,Female,Age-standardized,Schizophrenia,Rate,1997,15.972986518743038,18.94043871683435,13.41750941460596
Incidence,Okayama,Male,Age-standardized,Schizophrenia,Rate,1998,19.32855907284454,22.815218578922735,16.138923716570726
Incidence,Okayama,Female,Age-standardized,Schizophrenia,Rate,1998,15.970451041412396,18.918280077296238,13.407867156795675
Incidence,Okayama,Male,Age-standardized,Schizophrenia,Rate,1999,19.324015173094942,22.844540920782315,16.12348629123891
Incidence,Okayama,Female,Age-standardized,Schizophrenia,Rate,1999,15.969706743045364,18.936239104786146,13.334624204775373
Incidence,Okayama,Male,Age-standardized,Schizophrenia,Rate,2000,19.32177538447065,22.877928604647682,16.044838910714606
Incidence,Okayama,Female,Age-standardized,Schizophrenia,Rate,2000,15.97126539353105,18.95541752334742,13.280729696244673
Incidence,Okayama,Male,Age-standardized,Schizophrenia,Rate,2001,19.321310532325185,22.802150046337488,16.11871763428119
Incidence,Okayama,Female,Age-standardized,Schizophrenia,Rate,2001,15.978450243486176,18.904302570328355,13.303374214087205
Incidence,Okayama,Male,Age-standardized,Schizophrenia,Rate,2002,19.321425703574853,23.093840921844745,16.18168761566724
Incidence,Okayama,Female,Age-standardized,Schizophrenia,Rate,2002,15.992454914443615,18.946221761251657,13.346697779866451
Incidence,Okayama,Male,Age-standardized,Schizophrenia,Rate,2003,19.32274138389466,23.088643714495355,16.208620567737956
Incidence,Okayama,Female,Age-standardized,Schizophrenia,Rate,2003,16.01059673266673,18.867835376281356,13.418293695368583
Incidence,Okayama,Male,Age-standardized,Schizophrenia,Rate,2004,19.325878058959617,23.230092350424425,16.18169695320939
Incidence,Okayama,Female,Age-standardized,Schizophrenia,Rate,2004,16.03019302441889,19.002337560552434,13.467967059628142
Incidence,Okayama,Male,Age-standardized,Schizophrenia,Rate,2005,19.33145621444472,23.28131320718823,16.146162965603647
Incidence,Okayama,Female,Age-standardized,Schizophrenia,Rate,2005,16.048561115963434,18.98161003772086,13.475767811183745
Incidence,Okayama,Male,Age-standardized,Schizophrenia,Rate,2006,19.346945786180118,23.155573846440124,16.125383063031418
Incidence,Okayama,Female,Age-standardized,Schizophrenia,Rate,2006,16.091529419787268,19.057042002808743,13.49355499309465
Incidence,Okayama,Male,Age-standardized,Schizophrenia,Rate,2007,19.374125964669897,23.245181035726603,16.147953150243932
Incidence,Okayama,Female,Age-standardized,Schizophrenia,Rate,2007,16.172189790305524,19.139139542311597,13.54917032252016
Incidence,Okayama,Male,Age-standardized,Schizophrenia,Rate,2008,19.405081117599977,23.159575207837936,16.193014286344813
Incidence,Okayama,Female,Age-standardized,Schizophrenia,Rate,2008,16.26875471667393,19.299236167895653,13.579246056901408
Incidence,Okayama,Male,Age-standardized,Schizophrenia,Rate,2009,19.431895612656287,23.174800434778735,16.19103380502809
Incidence,Okayama,Female,Age-standardized,Schizophrenia,Rate,2009,16.3594366880482,19.495918912447937,13.643384467671698
Incidence,Okayama,Male,Age-standardized,Schizophrenia,Rate,2010,19.446653817524748,23.15134453413173,16.128005272786627
Incidence,Okayama,Female,Age-standardized,Schizophrenia,Rate,2010,16.422448193584067,19.607619579341634,13.61733418046906
Incidence,Okayama,Male,Age-standardized,Schizophrenia,Rate,2011,19.45101355983094,23.10115988268551,16.214174832531107
Incidence,Okayama,Female,Age-standardized,Schizophrenia,Rate,2011,16.465944581996336,19.59721158311684,13.725712219132507
Incidence,Okayama,Male,Age-standardized,Schizophrenia,Rate,2012,19.448162186322524,23.11386620809243,16.219487020758713
Incidence,Okayama,Female,Age-standardized,Schizophrenia,Rate,2012,16.510762779324935,19.647387432413478,13.768182758811795
Incidence,Okayama,Male,Age-standardized,Schizophrenia,Rate,2013,19.432478343368594,22.984465797200897,16.26497159915681
Incidence,Okayama,Female,Age-standardized,Schizophrenia,Rate,2013,16.55413764071327,19.697975390603986,13.854848088434093
Incidence,Okayama,Male,Age-standardized,Schizophrenia,Rate,2014,19.398340677338233,22.97947882477293,16.25264852596094
Incidence,Okayama,Female,Age-standardized,Schizophrenia,Rate,2014,16.593304021304746,19.633436239508047,13.878931020946814
Incidence,Okayama,Male,Age-standardized,Schizophrenia,Rate,2015,19.340127834600523,22.98475203508211,16.144024449577127
Incidence,Okayama,Female,Age-standardized,Schizophrenia,Rate,2015,16.625496776242766,19.709843828850477,13.89076053087947
Incidence,Okayama,Male,Age-standardized,Schizophrenia,Rate,2016,19.038050347858775,22.56379985543887,16.025744283465304
Incidence,Okayama,Female,Age-standardized,Schizophrenia,Rate,2016,16.6259763464007,19.739333729988946,13.97226741658166
Incidence,Okayama,Male,Age-standardized,Schizophrenia,Rate,2017,18.782542545331832,22.39039217700386,15.694574476870446
Incidence,Okayama,Female,Age-standardized,Schizophrenia,Rate,2017,16.602379623115276,19.77975417595717,13.92421148308085
Incidence,Okayama,Male,Age-standardized,Schizophrenia,Rate,2018,18.865067333507707,22.16869357561936,15.925444617412978
Incidence,Okayama,Female,Age-standardized,Schizophrenia,Rate,2018,16.3829613682678,19.303272364236673,13.942987631637333
Incidence,Okayama,Male,Age-standardized,Schizophrenia,Rate,2019,19.12491482805967,22.801171697093785,16.11455041037044
Incidence,Okayama,Female,Age-standardized,Schizophrenia,Rate,2019,15.916433441919459,18.686307199607835,13.424040317807496
Incidence,Yamanashi,Male,Age-standardized,Schizophrenia,Rate,1990,19.256033257840016,22.704251172496342,16.177074989741236
Incidence,Yamanashi,Female,Age-standardized,Schizophrenia,Rate,1990,16.0771021507254,19.231683706192307,13.422347305172945
Incidence,Yamanashi,Male,Age-standardized,Schizophrenia,Rate,1991,19.259164224743202,22.702298628050837,16.15697317674959
Incidence,Yamanashi,Female,Age-standardized,Schizophrenia,Rate,1991,16.027458952162743,19.033903092707416,13.349605549060179
Incidence,Yamanashi,Male,Age-standardized,Schizophrenia,Rate,1992,19.264763436771798,22.76029172088412,16.114262782911307
Incidence,Yamanashi,Female,Age-standardized,Schizophrenia,Rate,1992,15.985657260733893,18.855041168659024,13.366122387805005
Incidence,Yamanashi,Male,Age-standardized,Schizophrenia,Rate,1993,19.27146886147483,22.792232440171755,16.100854477260416
Incidence,Yamanashi,Female,Age-standardized,Schizophrenia,Rate,1993,15.953200604136022,18.896511790308868,13.281951154685837
Incidence,Yamanashi,Male,Age-standardized,Schizophrenia,Rate,1994,19.277918466401303,22.7452471686604,16.05985920965182
Incidence,Yamanashi,Female,Age-standardized,Schizophrenia,Rate,1994,15.931592510066308,18.850288005601556,13.267607434978217
Incidence,Yamanashi,Male,Age-standardized,Schizophrenia,Rate,1995,19.282750219100247,22.81737306655414,16.022681504373853
Incidence,Yamanashi,Female,Age-standardized,Schizophrenia,Rate,1995,15.922336506221923,18.873340824664375,13.298516832179924
Incidence,Yamanashi,Male,Age-standardized,Schizophrenia,Rate,1996,19.29352677858735,22.809906444864847,16.070859198982152
Incidence,Yamanashi,Female,Age-standardized,Schizophrenia,Rate,1996,15.926469068596393,18.81912207034945,13.255020221262054
Incidence,Yamanashi,Male,Age-standardized,Schizophrenia,Rate,1997,19.314057092552105,22.842896185891075,16.102458469484432
Incidence,Yamanashi,Female,Age-standardized,Schizophrenia,Rate,1997,15.94024407355051,18.782718514543717,13.320274219797872
Incidence,Yamanashi,Male,Age-standardized,Schizophrenia,Rate,1998,19.33734856155424,22.975752914188778,16.196115536292996
Incidence,Yamanashi,Female,Age-standardized,Schizophrenia,Rate,1998,15.957991149332338,18.73153109272594,13.360003007780458
Incidence,Yamanashi,Male,Age-standardized,Schizophrenia,Rate,1999,19.35640858615349,22.97142930332711,16.2091858303669
Incidence,Yamanashi,Female,Age-standardized,Schizophrenia,Rate,1999,15.97403992418997,18.823669695787583,13.428233218643422
Incidence,Yamanashi,Male,Age-standardized,Schizophrenia,Rate,2000,19.36424456690958,23.125032441522986,16.208488799106775
Incidence,Yamanashi,Female,Age-standardized,Schizophrenia,Rate,2000,15.98272002637148,18.855689089488372,13.370759913283736
Incidence,Yamanashi,Male,Age-standardized,Schizophrenia,Rate,2001,19.351434514077436,23.11630667675213,16.216562929567182
Incidence,Yamanashi,Female,Age-standardized,Schizophrenia,Rate,2001,15.986121934245745,18.804837671845586,13.41378110938512
Incidence,Yamanashi,Male,Age-standardized,Schizophrenia,Rate,2002,19.321119082838596,23.02334522841979,16.208791465774706
Incidence,Yamanashi,Female,Age-standardized,Schizophrenia,Rate,2002,15.990586050509021,18.79544665008208,13.425927281433466
Incidence,Yamanashi,Male,Age-standardized,Schizophrenia,Rate,2003,19.285149641142702,22.953425967573445,16.171403637085533
Incidence,Yamanashi,Female,Age-standardized,Schizophrenia,Rate,2003,15.996816889900435,18.72968181164816,13.457596810244706
Incidence,Yamanashi,Male,Age-standardized,Schizophrenia,Rate,2004,19.25537755693939,22.879706169272726,16.076153904647676
Incidence,Yamanashi,Female,Age-standardized,Schizophrenia,Rate,2004,16.005518967159123,18.771379480083848,13.404627225673972
Incidence,Yamanashi,Male,Age-standardized,Schizophrenia,Rate,2005,19.2436541981783,22.9380551314372,16.03706971819522
Incidence,Yamanashi,Female,Age-standardized,Schizophrenia,Rate,2005,16.017396797024208,18.809892023818183,13.3596272331365
Incidence,Yamanashi,Male,Age-standardized,Schizophrenia,Rate,2006,19.245633253811306,22.87409755120986,16.059566448155703
Incidence,Yamanashi,Female,Age-standardized,Schizophrenia,Rate,2006,16.069707733501616,18.814742946935638,13.429328217389621
Incidence,Yamanashi,Male,Age-standardized,Schizophrenia,Rate,2007,19.249141078008982,22.839261381607276,16.073132175657022
Incidence,Yamanashi,Female,Age-standardized,Schizophrenia,Rate,2007,16.176332080908608,18.941223889009212,13.561117022349277
Incidence,Yamanashi,Male,Age-standardized,Schizophrenia,Rate,2008,19.254288036549024,22.82433360466587,16.047078776900356
Incidence,Yamanashi,Female,Age-standardized,Schizophrenia,Rate,2008,16.30290877945131,19.03859919003267,13.652855286032482
Incidence,Yamanashi,Male,Age-standardized,Schizophrenia,Rate,2009,19.261184495209132,22.79750300676022,16.035287882722034
Incidence,Yamanashi,Female,Age-standardized,Schizophrenia,Rate,2009,16.41507676933586,19.218112032863708,13.67839012696828
Incidence,Yamanashi,Male,Age-standardized,Schizophrenia,Rate,2010,19.269940819767008,22.872239456355807,16.07409170520763
Incidence,Yamanashi,Female,Age-standardized,Schizophrenia,Rate,2010,16.478474990768404,19.265992903371725,13.723254457273006
Incidence,Yamanashi,Male,Age-standardized,Schizophrenia,Rate,2011,19.29106178030503,22.772547222640515,16.174171741910566
Incidence,Yamanashi,Female,Age-standardized,Schizophrenia,Rate,2011,16.512590033601338,19.38459148807913,13.808871020557735
Incidence,Yamanashi,Male,Age-standardized,Schizophrenia,Rate,2012,19.325510575266758,22.937955387328824,16.267198113439925
Incidence,Yamanashi,Female,Age-standardized,Schizophrenia,Rate,2012,16.555077737850567,19.54130753747159,13.875688992698569
Incidence,Yamanashi,Male,Age-standardized,Schizophrenia,Rate,2013,19.35908521297166,22.98441668158393,16.22906804003273
Incidence,Yamanashi,Female,Age-standardized,Schizophrenia,Rate,2013,16.59883091896746,19.68905013244347,13.92441643019768
Incidence,Yamanashi,Male,Age-standardized,Schizophrenia,Rate,2014,19.377583701739216,23.0439980870699,16.210897345108833
Incidence,Yamanashi,Female,Age-standardized,Schizophrenia,Rate,2014,16.636742392403388,19.870808922675618,14.00094820306346
Incidence,Yamanashi,Male,Age-standardized,Schizophrenia,Rate,2015,19.366804049888902,23.143004996732593,16.091791603340653
Incidence,Yamanashi,Female,Age-standardized,Schizophrenia,Rate,2015,16.661704973609723,19.968373550830695,14.06434336454289
Incidence,Yamanashi,Male,Age-standardized,Schizophrenia,Rate,2016,19.074254883077543,22.750260647066888,15.929149090880484
Incidence,Yamanashi,Female,Age-standardized,Schizophrenia,Rate,2016,16.653452972847145,19.820099192348785,14.041152008570053
Incidence,Yamanashi,Male,Age-standardized,Schizophrenia,Rate,2017,18.802831124107847,22.466130574766865,15.514378260614446
Incidence,Yamanashi,Female,Age-standardized,Schizophrenia,Rate,2017,16.625605371555228,19.830344076475512,13.937682050482062
Incidence,Yamanashi,Male,Age-standardized,Schizophrenia,Rate,2018,18.889146668078943,22.525828211841247,15.839503215693435
Incidence,Yamanashi,Female,Age-standardized,Schizophrenia,Rate,2018,16.39332509266154,19.22928147661433,13.735276338999476
Incidence,Yamanashi,Male,Age-standardized,Schizophrenia,Rate,2019,19.165217123097168,22.815035188209595,16.01546787225963
Incidence,Yamanashi,Female,Age-standardized,Schizophrenia,Rate,2019,15.90517033669129,18.70270618164382,13.263448607787689
Incidence,Aomori,Male,Age-standardized,Schizophrenia,Rate,1990,19.35156858058487,23.061498479323205,16.210871629346403
Incidence,Aomori,Female,Age-standardized,Schizophrenia,Rate,1990,16.135330589609225,19.05872239483339,13.476051707782467
Incidence,Aomori,Male,Age-standardized,Schizophrenia,Rate,1991,19.384014598676877,22.99501678668523,16.288801195115408
Incidence,Aomori,Female,Age-standardized,Schizophrenia,Rate,1991,16.084473028517188,18.9420750464506,13.487031405294257
Incidence,Aomori,Male,Age-standardized,Schizophrenia,Rate,1992,19.407981174444622,23.01672427505832,16.410597213498896
Incidence,Aomori,Female,Age-standardized,Schizophrenia,Rate,1992,16.04145223642104,18.800838199028824,13.46055538145989
Incidence,Aomori,Male,Age-standardized,Schizophrenia,Rate,1993,19.42395806629917,22.952302209200248,16.411554647109508
Incidence,Aomori,Female,Age-standardized,Schizophrenia,Rate,1993,16.00786481220016,18.766723422195042,13.400930483771727
Incidence,Aomori,Male,Age-standardized,Schizophrenia,Rate,1994,19.432435032651558,22.912576772999586,16.39000077246651
Incidence,Aomori,Female,Age-standardized,Schizophrenia,Rate,1994,15.985307354733942,18.821523799644254,13.276401139790925
Incidence,Aomori,Male,Age-standardized,Schizophrenia,Rate,1995,19.433901831912845,22.973135991560504,16.35874071936125
Incidence,Aomori,Female,Age-standardized,Schizophrenia,Rate,1995,15.975376462901757,18.87197270881499,13.295988827005734
Incidence,Aomori,Male,Age-standardized,Schizophrenia,Rate,1996,19.420041669894566,23.085852946716898,16.35509992343183
Incidence,Aomori,Female,Age-standardized,Schizophrenia,Rate,1996,15.979729690168503,18.832120426496754,13.358222234219674
Incidence,Aomori,Male,Age-standardized,Schizophrenia,Rate,1997,19.389148944110264,23.035611600526007,16.436842090371982
Incidence,Aomori,Female,Age-standardized,Schizophrenia,Rate,1997,15.994539552160225,18.902354941654753,13.38090515318693
Incidence,Aomori,Male,Age-standardized,Schizophrenia,Rate,1998,19.351630200524017,22.911317248682163,16.310991228162415
Incidence,Aomori,Female,Age-standardized,Schizophrenia,Rate,1998,16.013175090998068,18.93218373957707,13.461960665556042
Incidence,Aomori,Male,Age-standardized,Schizophrenia,Rate,1999,19.317891985099916,22.914777682569717,16.197164590836334
Incidence,Aomori,Female,Age-standardized,Schizophrenia,Rate,1999,16.029005348803157,18.98430323132041,13.386840759247818
Incidence,Aomori,Male,Age-standardized,Schizophrenia,Rate,2000,19.29834084380203,22.974132199656655,16.122573077752183
Incidence,Aomori,Female,Age-standardized,Schizophrenia,Rate,2000,16.03539936769663,18.993750864022566,13.347320018208164
Incidence,Aomori,Male,Age-standardized,Schizophrenia,Rate,2001,19.29476697311904,22.944509333983763,16.184786254634183
Incidence,Aomori,Female,Age-standardized,Schizophrenia,Rate,2001,16.025687419862706,18.91748235949451,13.380139781158357
Incidence,Aomori,Male,Age-standardized,Schizophrenia,Rate,2002,19.299705499640787,22.86581189928338,16.215201314792207
Incidence,Aomori,Female,Age-standardized,Schizophrenia,Rate,2002,16.00351839182564,18.83001166963164,13.378867985145632
Incidence,Aomori,Male,Age-standardized,Schizophrenia,Rate,2003,19.309680364483135,22.83393508675397,16.236615700954115
Incidence,Aomori,Female,Age-standardized,Schizophrenia,Rate,2003,15.97773924721661,18.773628872141057,13.395570938647808
Incidence,Aomori,Male,Age-standardized,Schizophrenia,Rate,2004,19.32121550876194,22.823941332998306,16.20209681066428
Incidence,Aomori,Female,Age-standardized,Schizophrenia,Rate,2004,15.957196949666779,18.696789370497758,13.369467120758594
Incidence,Aomori,Male,Age-standardized,Schizophrenia,Rate,2005,19.33083487359307,22.93760233343803,16.174844339060265
Incidence,Aomori,Female,Age-standardized,Schizophrenia,Rate,2005,15.95073846280733,18.703665277095485,13.369937360389287
Incidence,Aomori,Male,Age-standardized,Schizophrenia,Rate,2006,19.3437108781103,22.900837235084985,16.1788514644688
