measure,location,sex,age,cause,metric,year,val,upper,lower
Incidence,Hyōgo,Male,Age-standardized,Schizophrenia,Rate,2011,19.42321103066936,23.19811816473911,16.20227384765903
Incidence,Hyōgo,Female,Age-standardized,Schizophrenia,Rate,2011,16.54366619948238,19.507689777160643,13.951201458567486
Incidence,Hyōgo,Male,Age-standardized,Schizophrenia,Rate,2012,19.42243548911277,23.245328467285933,16.099655599622707
Incidence,Hyōgo,Female,Age-standardized,Schizophrenia,Rate,2012,16.581395988439397,19.548000319881652,14.006339557730143
Incidence,Hyōgo,Male,Age-standardized,Schizophrenia,Rate,2013,19.40937666398955,23.253503643768404,16.16740141286412
Incidence,Hyōgo,Female,Age-standardized,Schizophrenia,Rate,2013,16.61120113096235,19.570894562778538,13.937972406883619
Incidence,Hyōgo,Male,Age-standardized,Schizophrenia,Rate,2014,19.379862579594445,23.104027161683305,16.114174550314324
Incidence,Hyōgo,Female,Age-standardized,Schizophrenia,Rate,2014,16.634523420836132,19.5329411647896,13.868784260037204
Incidence,Hyōgo,Male,Age-standardized,Schizophrenia,Rate,2015,19.329721260222193,23.137605843024332,16.035019052503767
Incidence,Hyōgo,Female,Age-standardized,Schizophrenia,Rate,2015,16.652804651845617,19.6354067670785,13.811662120722724
Incidence,Hyōgo,Male,Age-standardized,Schizophrenia,Rate,2016,19.039760630234582,22.493662104292792,15.901591245293023
Incidence,Hyōgo,Female,Age-standardized,Schizophrenia,Rate,2016,16.608515305598807,19.423651866691404,13.826632311351748
Incidence,Hyōgo,Male,Age-standardized,Schizophrenia,Rate,2017,18.78939411678808,22.407742961520654,15.661336827568304
Incidence,Hyōgo,Female,Age-standardized,Schizophrenia,Rate,2017,16.55493462558207,19.67874670719109,13.785189660531252
Incidence,Hyōgo,Male,Age-standardized,Schizophrenia,Rate,2018,18.894365337349086,22.375233262372355,15.804742995966269
Incidence,Hyōgo,Female,Age-standardized,Schizophrenia,Rate,2018,16.34813564452074,19.25390864106265,13.640718505428646
Incidence,Hyōgo,Male,Age-standardized,Schizophrenia,Rate,2019,19.200389750525975,22.8693415562013,16.11479238037563
Incidence,Hyōgo,Female,Age-standardized,Schizophrenia,Rate,2019,15.909106370083201,18.90632550977746,13.268361923366912
Incidence,Shimane,Male,Age-standardized,Schizophrenia,Rate,1990,19.340650161232713,22.728449746107053,16.252014031806088
Incidence,Shimane,Female,Age-standardized,Schizophrenia,Rate,1990,16.058549927036747,19.104899367917287,13.429085054967043
Incidence,Shimane,Male,Age-standardized,Schizophrenia,Rate,1991,19.347646671325005,22.779621298006184,16.29471223470995
Incidence,Shimane,Female,Age-standardized,Schizophrenia,Rate,1991,16.039426022861342,19.081628311211215,13.389433507899414
Incidence,Shimane,Male,Age-standardized,Schizophrenia,Rate,1992,19.35113236744211,22.750507065398008,16.36776938161055
Incidence,Shimane,Female,Age-standardized,Schizophrenia,Rate,1992,16.022471840104437,19.062811894012146,13.385482977870428
Incidence,Shimane,Male,Age-standardized,Schizophrenia,Rate,1993,19.351917355565355,22.834087762206618,16.39534260868346
Incidence,Shimane,Female,Age-standardized,Schizophrenia,Rate,1993,16.008380375620092,19.181830267427628,13.39189941280156
Incidence,Shimane,Male,Age-standardized,Schizophrenia,Rate,1994,19.350811741676072,22.974324258551782,16.336170504384974
Incidence,Shimane,Female,Age-standardized,Schizophrenia,Rate,1994,15.997844626262369,19.246134532312137,13.370443579329823
Incidence,Shimane,Male,Age-standardized,Schizophrenia,Rate,1995,19.34862563175558,23.08626470531092,16.233446787796822
Incidence,Shimane,Female,Age-standardized,Schizophrenia,Rate,1995,15.991557588885332,19.337912731795356,13.326303202478037
Incidence,Shimane,Male,Age-standardized,Schizophrenia,Rate,1996,19.340004176811114,22.922801826409565,16.220094084396017
Incidence,Shimane,Female,Age-standardized,Schizophrenia,Rate,1996,15.98770261671616,19.207808074226964,13.331314690237631
Incidence,Shimane,Male,Age-standardized,Schizophrenia,Rate,1997,19.322823154504526,22.749971276106983,16.243599019430118
Incidence,Shimane,Female,Age-standardized,Schizophrenia,Rate,1997,15.984210924217535,19.1254992881488,13.40092137419998
Incidence,Shimane,Male,Age-standardized,Schizophrenia,Rate,1998,19.302738610799107,22.777169193004088,16.13675705182242
Incidence,Shimane,Female,Age-standardized,Schizophrenia,Rate,1998,15.981397300096802,19.055269385414054,13.41961362958418
Incidence,Shimane,Male,Age-standardized,Schizophrenia,Rate,1999,19.285406591658138,22.801749956730877,16.06358259739188
Incidence,Shimane,Female,Age-standardized,Schizophrenia,Rate,1999,15.979576533061291,19.080353863059248,13.357836726714538
Incidence,Shimane,Male,Age-standardized,Schizophrenia,Rate,2000,19.276483143044903,22.903278378357044,16.019423752378657
Incidence,Shimane,Female,Age-standardized,Schizophrenia,Rate,2000,15.979063411818354,19.096245869144575,13.325618230822581
Incidence,Shimane,Male,Age-standardized,Schizophrenia,Rate,2001,19.275626076697957,22.82117351301317,16.053787849649268
Incidence,Shimane,Female,Age-standardized,Schizophrenia,Rate,2001,15.98058448093893,19.020424603352257,13.39137786672507
Incidence,Shimane,Male,Age-standardized,Schizophrenia,Rate,2002,19.277709175026356,22.928813462185268,16.072899689714518
Incidence,Shimane,Female,Age-standardized,Schizophrenia,Rate,2002,15.984698997795688,18.897675041831036,13.472428207717233
Incidence,Shimane,Male,Age-standardized,Schizophrenia,Rate,2003,19.281212439999127,22.961870879688792,16.11570278831452
Incidence,Shimane,Female,Age-standardized,Schizophrenia,Rate,2003,15.99147082029854,18.986700498775868,13.414054436642365
Incidence,Shimane,Male,Age-standardized,Schizophrenia,Rate,2004,19.28461587358532,23.124663513781424,16.198721184164807
Incidence,Shimane,Female,Age-standardized,Schizophrenia,Rate,2004,16.00096380635741,18.972034250402555,13.359245658455926
Incidence,Shimane,Male,Age-standardized,Schizophrenia,Rate,2005,19.286399477753974,23.248993589234672,16.08624301772248
Incidence,Shimane,Female,Age-standardized,Schizophrenia,Rate,2005,16.013241813882214,18.996823165216973,13.284507252575938
Incidence,Shimane,Male,Age-standardized,Schizophrenia,Rate,2006,19.29234205668554,23.071899413071574,16.22892793707723
Incidence,Shimane,Female,Age-standardized,Schizophrenia,Rate,2006,16.062272979779678,18.999091074138644,13.452958924500125
Incidence,Shimane,Male,Age-standardized,Schizophrenia,Rate,2007,19.306081684954815,23.026522014988483,16.260120665965427
Incidence,Shimane,Female,Age-standardized,Schizophrenia,Rate,2007,16.16211733497403,19.129273400616484,13.633169962131342
Incidence,Shimane,Male,Age-standardized,Schizophrenia,Rate,2008,19.322887270122322,22.97409932330719,16.206985952331213
Incidence,Shimane,Female,Age-standardized,Schizophrenia,Rate,2008,16.282976578401428,19.21451821540586,13.726845408639678
Incidence,Shimane,Male,Age-standardized,Schizophrenia,Rate,2009,19.338027719748602,23.019313927745397,16.13314475710973
Incidence,Shimane,Female,Age-standardized,Schizophrenia,Rate,2009,16.395052408998044,19.40044326864007,13.805639903959188
Incidence,Shimane,Male,Age-standardized,Schizophrenia,Rate,2010,19.34677194139418,23.03708655871411,16.05450016073517
Incidence,Shimane,Female,Age-standardized,Schizophrenia,Rate,2010,16.46854652570004,19.56426604385284,13.860092544374348
Incidence,Shimane,Male,Age-standardized,Schizophrenia,Rate,2011,19.357300141297166,23.013432018137042,16.068725324953274
Incidence,Shimane,Female,Age-standardized,Schizophrenia,Rate,2011,16.503252903437193,19.53123991313172,13.939845354035215
Incidence,Shimane,Male,Age-standardized,Schizophrenia,Rate,2012,19.373934541054798,23.029258937800154,16.112598642957842
Incidence,Shimane,Female,Age-standardized,Schizophrenia,Rate,2012,16.524772982446045,19.59182756052596,13.965643224191911
Incidence,Shimane,Male,Age-standardized,Schizophrenia,Rate,2013,19.386157071266304,23.144510370043804,16.102173450173726
Incidence,Shimane,Female,Age-standardized,Schizophrenia,Rate,2013,16.542019659622927,19.642167554499203,13.91818556658629
Incidence,Shimane,Male,Age-standardized,Schizophrenia,Rate,2014,19.383449662530893,23.02965415700735,16.136146416903095
Incidence,Shimane,Female,Age-standardized,Schizophrenia,Rate,2014,16.563905831864165,19.690631884293015,13.919297855219105
Incidence,Shimane,Male,Age-standardized,Schizophrenia,Rate,2015,19.35529424544779,23.07008116821669,16.10486242055912
Incidence,Shimane,Female,Age-standardized,Schizophrenia,Rate,2015,16.599344396066083,19.874605013703082,13.950404092886995
Incidence,Shimane,Male,Age-standardized,Schizophrenia,Rate,2016,19.062291075761213,22.51126206862465,15.88506176901077
Incidence,Shimane,Female,Age-standardized,Schizophrenia,Rate,2016,16.64026013636227,19.518350697557683,14.066426598586585
Incidence,Shimane,Male,Age-standardized,Schizophrenia,Rate,2017,18.797225873464267,22.340432563385292,15.659558457085934
Incidence,Shimane,Female,Age-standardized,Schizophrenia,Rate,2017,16.661665344575294,19.685320648352935,13.931993263488122
Incidence,Shimane,Male,Age-standardized,Schizophrenia,Rate,2018,18.881280771566605,22.1970408651629,15.687396732618316
Incidence,Shimane,Female,Age-standardized,Schizophrenia,Rate,2018,16.415716683121694,19.251296721283897,13.842339396559863
Incidence,Shimane,Male,Age-standardized,Schizophrenia,Rate,2019,19.158844215086123,22.664389080103383,15.93692034142838
Incidence,Shimane,Female,Age-standardized,Schizophrenia,Rate,2019,15.857582031637655,18.620303358181708,13.189520173579112
Incidence,Saitama,Male,Age-standardized,Schizophrenia,Rate,1990,19.325275714190393,22.968290945542815,16.00446390247316
Incidence,Saitama,Female,Age-standardized,Schizophrenia,Rate,1990,16.125197055815033,19.118484197067374,13.460898847651698
Incidence,Saitama,Male,Age-standardized,Schizophrenia,Rate,1991,19.36960783002801,23.006165919208595,16.073119467910104
Incidence,Saitama,Female,Age-standardized,Schizophrenia,Rate,1991,16.092286336240853,19.0708698707069,13.418856382433576
Incidence,Saitama,Male,Age-standardized,Schizophrenia,Rate,1992,19.403644213276483,23.117329923450626,16.193479241910424
Incidence,Saitama,Female,Age-standardized,Schizophrenia,Rate,1992,16.06439561090699,19.039626001889648,13.468438541914843
Incidence,Saitama,Male,Age-standardized,Schizophrenia,Rate,1993,19.426963367918006,23.167329794883614,16.30524640289501
Incidence,Saitama,Female,Age-standardized,Schizophrenia,Rate,1993,16.04254386626704,19.06721671834997,13.460694199898414
Incidence,Saitama,Male,Age-standardized,Schizophrenia,Rate,1994,19.43914379793476,23.098960321348134,16.33203932016095
Incidence,Saitama,Female,Age-standardized,Schizophrenia,Rate,1994,16.027750088774585,19.110966388025204,13.379628115027097
Incidence,Saitama,Male,Age-standardized,Schizophrenia,Rate,1995,19.43976400730894,23.10474871184595,16.239548254188033
Incidence,Saitama,Female,Age-standardized,Schizophrenia,Rate,1995,16.021033264883226,19.19693606081972,13.240784799366596
Incidence,Saitama,Male,Age-standardized,Schizophrenia,Rate,1996,19.420017562869713,23.022612264892164,16.230990288695605
Incidence,Saitama,Female,Age-standardized,Schizophrenia,Rate,1996,16.022523360269652,19.040692652416926,13.330530402465206
Incidence,Saitama,Male,Age-standardized,Schizophrenia,Rate,1997,19.38050545564937,23.02875558878913,16.210620389953732
Incidence,Saitama,Female,Age-standardized,Schizophrenia,Rate,1997,16.02949419997806,18.97253481713668,13.43410099027437
Incidence,Saitama,Male,Age-standardized,Schizophrenia,Rate,1998,19.334917325934796,23.013530549280528,16.22120893235808
Incidence,Saitama,Female,Age-standardized,Schizophrenia,Rate,1998,16.03868055951327,18.943138516762126,13.456141507490186
Incidence,Saitama,Male,Age-standardized,Schizophrenia,Rate,1999,19.296942814012883,22.882651632945766,16.04072314414392
Incidence,Saitama,Female,Age-standardized,Schizophrenia,Rate,1999,16.04681721438011,18.888281606685798,13.423583488954618
Incidence,Saitama,Male,Age-standardized,Schizophrenia,Rate,2000,19.28027156017052,22.838249402174416,16.072399693916385
Incidence,Saitama,Female,Age-standardized,Schizophrenia,Rate,2000,16.050638940083402,18.83768734577387,13.41633217747292
Incidence,Saitama,Male,Age-standardized,Schizophrenia,Rate,2001,19.292648712517618,22.890461379266284,16.077287146919225
Incidence,Saitama,Female,Age-standardized,Schizophrenia,Rate,2001,16.05144201420752,18.764167233753174,13.41614038262753
Incidence,Saitama,Male,Age-standardized,Schizophrenia,Rate,2002,19.325130585840256,22.972304257141438,16.128593752181725
Incidence,Saitama,Female,Age-standardized,Schizophrenia,Rate,2002,16.053103065394822,18.7438601379753,13.55236702219209
Incidence,Saitama,Male,Age-standardized,Schizophrenia,Rate,2003,19.366373570439535,23.064366613998647,16.169711687790542
Incidence,Saitama,Female,Age-standardized,Schizophrenia,Rate,2003,16.056227395737146,18.77071766081956,13.44834770138492
Incidence,Saitama,Male,Age-standardized,Schizophrenia,Rate,2004,19.40503405661657,23.177115340274867,16.251562953740287
Incidence,Saitama,Female,Age-standardized,Schizophrenia,Rate,2004,16.061420307326305,18.901490892817947,13.532700375634725
Incidence,Saitama,Male,Age-standardized,Schizophrenia,Rate,2005,19.429768434672468,23.22660684251276,16.246336275037777
Incidence,Saitama,Female,Age-standardized,Schizophrenia,Rate,2005,16.069287102254115,18.93296864936089,13.523893197565169
Incidence,Saitama,Male,Age-standardized,Schizophrenia,Rate,2006,19.44706338709733,23.14202187943317,16.281524827726656
Incidence,Saitama,Female,Age-standardized,Schizophrenia,Rate,2006,16.113124054938577,18.91463621329365,13.600724362887231
Incidence,Saitama,Male,Age-standardized,Schizophrenia,Rate,2007,19.468528404704298,23.236079828290887,16.324766115866986
Incidence,Saitama,Female,Age-standardized,Schizophrenia,Rate,2007,16.20624849180958,19.002500865398964,13.706753891671097
Incidence,Saitama,Male,Age-standardized,Schizophrenia,Rate,2008,19.490504090279032,23.282079843824892,16.308339334509334
Incidence,Saitama,Female,Age-standardized,Schizophrenia,Rate,2008,16.319297292976742,19.203267777510348,13.798831537890866
Incidence,Saitama,Male,Age-standardized,Schizophrenia,Rate,2009,19.509331046607187,23.305462921764907,16.262024719639815
Incidence,Saitama,Female,Age-standardized,Schizophrenia,Rate,2009,16.422907338549713,19.27899643455604,13.887946964680205
Incidence,Saitama,Male,Age-standardized,Schizophrenia,Rate,2010,19.52134987647442,23.286649604031727,16.196631129980712
Incidence,Saitama,Female,Age-standardized,Schizophrenia,Rate,2010,16.487715508638118,19.352657257863534,13.973423613401252
Incidence,Saitama,Male,Age-standardized,Schizophrenia,Rate,2011,19.528652618205687,23.24115984620054,16.28988817737134
Incidence,Saitama,Female,Age-standardized,Schizophrenia,Rate,2011,16.519725979476398,19.351091496860263,13.974609325210361
Incidence,Saitama,Male,Age-standardized,Schizophrenia,Rate,2012,19.53204229914271,23.297841472029255,16.344664120281333
Incidence,Saitama,Female,Age-standardized,Schizophrenia,Rate,2012,16.545674169497516,19.404151268089667,13.996159484733255
Incidence,Saitama,Male,Age-standardized,Schizophrenia,Rate,2013,19.525926005596347,23.412511107919624,16.417884051968066
Incidence,Saitama,Female,Age-standardized,Schizophrenia,Rate,2013,16.567293822108894,19.44038091411828,13.986048337787878
Incidence,Saitama,Male,Age-standardized,Schizophrenia,Rate,2014,19.504710823877428,23.362458823903786,16.48209983560406
Incidence,Saitama,Female,Age-standardized,Schizophrenia,Rate,2014,16.58631868071796,19.443886444504592,13.982030567012552
Incidence,Saitama,Male,Age-standardized,Schizophrenia,Rate,2015,19.462803840296804,23.354352959549004,16.38170823849989
Incidence,Saitama,Female,Age-standardized,Schizophrenia,Rate,2015,16.604482488732142,19.556975540215106,13.964097106063708
Incidence,Saitama,Male,Age-standardized,Schizophrenia,Rate,2016,19.176439998071885,22.83096547058785,16.066210729141424
Incidence,Saitama,Female,Age-standardized,Schizophrenia,Rate,2016,16.59352067838695,19.549016744123442,13.982897471471944
Incidence,Saitama,Male,Age-standardized,Schizophrenia,Rate,2017,18.918960488627317,22.62751653481178,15.715760601834717
Incidence,Saitama,Female,Age-standardized,Schizophrenia,Rate,2017,16.56744171366541,19.822451644766463,13.853550744247146
Incidence,Saitama,Male,Age-standardized,Schizophrenia,Rate,2018,18.98864331590929,22.471899054404293,15.884588324597178
Incidence,Saitama,Female,Age-standardized,Schizophrenia,Rate,2018,16.37062283367935,19.445521355335526,13.780815371226764
Incidence,Saitama,Male,Age-standardized,Schizophrenia,Rate,2019,19.229541651129583,22.90868790337036,16.148240596260546
Incidence,Saitama,Female,Age-standardized,Schizophrenia,Rate,2019,15.947901507720307,18.96160899043414,13.269814772818593
Incidence,Fukui,Male,Age-standardized,Schizophrenia,Rate,1990,19.299997450824023,23.127954219731745,16.22464664198059
Incidence,Fukui,Female,Age-standardized,Schizophrenia,Rate,1990,16.047639246131034,18.78999842324146,13.420735272483219
Incidence,Fukui,Male,Age-standardized,Schizophrenia,Rate,1991,19.323495511100703,23.057825235176562,16.248521597230358
Incidence,Fukui,Female,Age-standardized,Schizophrenia,Rate,1991,16.03426040451287,18.773431094626577,13.43814848943178
Incidence,Fukui,Male,Age-standardized,Schizophrenia,Rate,1992,19.342379198435655,23.0107064760436,16.250750608453394
Incidence,Fukui,Female,Age-standardized,Schizophrenia,Rate,1992,16.022056419776675,18.77364890368182,13.514952807544383
Incidence,Fukui,Male,Age-standardized,Schizophrenia,Rate,1993,19.356381274185463,22.999026553983665,16.30288735060038
Incidence,Fukui,Female,Age-standardized,Schizophrenia,Rate,1993,16.011569978136368,18.83319629060386,13.499869860238672
Incidence,Fukui,Male,Age-standardized,Schizophrenia,Rate,1994,19.365234499706684,22.90017866112773,16.328802773420783
Incidence,Fukui,Female,Age-standardized,Schizophrenia,Rate,1994,16.003343765805877,18.863155410119404,13.389213353787033
Incidence,Fukui,Male,Age-standardized,Schizophrenia,Rate,1995,19.368671636355906,22.960809712676042,16.247780173231693
Incidence,Fukui,Female,Age-standardized,Schizophrenia,Rate,1995,15.997920468999133,18.951657164125916,13.284179772342114
Incidence,Fukui,Male,Age-standardized,Schizophrenia,Rate,1996,19.364076783085615,22.805617737344164,16.247367794858
Incidence,Fukui,Female,Age-standardized,Schizophrenia,Rate,1996,15.993560142797152,18.928001441435306,13.395721304044288
Incidence,Fukui,Male,Age-standardized,Schizophrenia,Rate,1997,19.352037410609075,22.76762153141238,16.268329815947244
Incidence,Fukui,Female,Age-standardized,Schizophrenia,Rate,1997,15.988729170912466,19.004167751407874,13.478499171762454
Incidence,Fukui,Male,Age-standardized,Schizophrenia,Rate,1998,19.337091337924033,22.70703263652608,16.163690028936806
Incidence,Fukui,Female,Age-standardized,Schizophrenia,Rate,1998,15.984279732506241,19.069219875577815,13.400180298375751
Incidence,Fukui,Male,Age-standardized,Schizophrenia,Rate,1999,19.323776384028232,22.769361559376033,16.193982691598844
Incidence,Fukui,Female,Age-standardized,Schizophrenia,Rate,1999,15.981064006739642,19.10516333768372,13.423489503154746
Incidence,Fukui,Male,Age-standardized,Schizophrenia,Rate,2000,19.31663036791942,22.834074715780876,16.20544424902387
Incidence,Fukui,Female,Age-standardized,Schizophrenia,Rate,2000,15.979934172773847,19.1558251875685,13.42180329194666
Incidence,Fukui,Male,Age-standardized,Schizophrenia,Rate,2001,19.311445925569824,22.934446960552435,16.2217144087585
Incidence,Fukui,Female,Age-standardized,Schizophrenia,Rate,2001,15.982150549966544,19.16382293041875,13.448983783953896
Incidence,Fukui,Male,Age-standardized,Schizophrenia,Rate,2002,19.30308767278496,22.964553134552173,16.199689053415238
Incidence,Fukui,Female,Age-standardized,Schizophrenia,Rate,2002,15.987964953638452,19.198225242434415,13.466729231375336
Incidence,Fukui,Male,Age-standardized,Schizophrenia,Rate,2003,19.29470139831252,22.96968972125842,16.16039245543005
Incidence,Fukui,Female,Age-standardized,Schizophrenia,Rate,2003,15.996716806895279,19.177542449660418,13.455222580890215
Incidence,Fukui,Male,Age-standardized,Schizophrenia,Rate,2004,19.289432890900176,22.923138749501433,16.131050295482343
Incidence,Fukui,Female,Age-standardized,Schizophrenia,Rate,2004,16.00774553284273,19.19911675440124,13.394390848348701
Incidence,Fukui,Male,Age-standardized,Schizophrenia,Rate,2005,19.290427939295615,23.05229633951239,16.1095612693171
Incidence,Fukui,Female,Age-standardized,Schizophrenia,Rate,2005,16.020390554586513,19.252689538579137,13.372545625992718
Incidence,Fukui,Male,Age-standardized,Schizophrenia,Rate,2006,19.29616106196838,23.00294530748169,16.218208049071652
Incidence,Fukui,Female,Age-standardized,Schizophrenia,Rate,2006,16.064896754626716,19.161519498898674,13.471074932400002
Incidence,Fukui,Male,Age-standardized,Schizophrenia,Rate,2007,19.30304493104722,22.94030195143854,16.173127728088843
Incidence,Fukui,Female,Age-standardized,Schizophrenia,Rate,2007,16.15482228245961,19.17888499935872,13.512123878090863
Incidence,Fukui,Male,Age-standardized,Schizophrenia,Rate,2008,19.31113256576859,22.97946524624748,16.15669561861464
Incidence,Fukui,Female,Age-standardized,Schizophrenia,Rate,2008,16.26447646168519,19.253628499605934,13.595775532445359
Incidence,Fukui,Male,Age-standardized,Schizophrenia,Rate,2009,19.320476985368973,23.06424434974232,16.211367893453467
Incidence,Fukui,Female,Age-standardized,Schizophrenia,Rate,2009,16.368168615903468,19.311199892549524,13.663242468094351
Incidence,Fukui,Male,Age-standardized,Schizophrenia,Rate,2010,19.331131209084816,23.11911500548643,16.17229962097668
Incidence,Fukui,Female,Age-standardized,Schizophrenia,Rate,2010,16.440208068714426,19.632836213435553,13.658990306808104
Incidence,Fukui,Male,Age-standardized,Schizophrenia,Rate,2011,19.346799899100894,23.035186148033162,16.20473746111758
Incidence,Fukui,Female,Age-standardized,Schizophrenia,Rate,2011,16.47549495592253,19.56721804216192,13.781505972173681
Incidence,Fukui,Male,Age-standardized,Schizophrenia,Rate,2012,19.365869158538604,22.9863262624641,16.251887630465877
Incidence,Fukui,Female,Age-standardized,Schizophrenia,Rate,2012,16.493588938780718,19.44875318933431,13.868663100523692
Incidence,Fukui,Male,Age-standardized,Schizophrenia,Rate,2013,19.38041416803939,23.14110782954813,16.307621772832157
Incidence,Fukui,Female,Age-standardized,Schizophrenia,Rate,2013,16.505788629061712,19.41718781271875,13.859961492938169
Incidence,Fukui,Male,Age-standardized,Schizophrenia,Rate,2014,19.382510108244695,23.085616099141262,16.279099362749523
Incidence,Fukui,Female,Age-standardized,Schizophrenia,Rate,2014,16.52339263853825,19.397607352747258,13.854495663297639
Incidence,Fukui,Male,Age-standardized,Schizophrenia,Rate,2015,19.364232159795954,23.084600180304633,16.179088721229416
Incidence,Fukui,Female,Age-standardized,Schizophrenia,Rate,2015,16.557699578983048,19.398540731804754,13.757636933024154
Incidence,Fukui,Male,Age-standardized,Schizophrenia,Rate,2016,19.07014440756961,22.703274370597143,15.963044486749066
Incidence,Fukui,Female,Age-standardized,Schizophrenia,Rate,2016,16.604172220894814,19.586448297868326,13.953494739269562
Incidence,Fukui,Male,Age-standardized,Schizophrenia,Rate,2017,18.799308328373566,22.34508931624495,15.519198011938201
Incidence,Fukui,Female,Age-standardized,Schizophrenia,Rate,2017,16.634048741641884,19.859048217398094,13.877306230625393
Incidence,Fukui,Male,Age-standardized,Schizophrenia,Rate,2018,18.88237250286286,22.458061932002398,15.833582613078933
Incidence,Fukui,Female,Age-standardized,Schizophrenia,Rate,2018,16.412801381175957,19.575674877276573,13.803845922969257
Incidence,Fukui,Male,Age-standardized,Schizophrenia,Rate,2019,19.148104307325358,22.666192641812554,16.095338747569986
Incidence,Fukui,Female,Age-standardized,Schizophrenia,Rate,2019,15.899748645188726,19.1013303503424,13.255982074704303
Incidence,Ibaraki,Male,Age-standardized,Schizophrenia,Rate,1990,19.27501907933237,22.68225988222487,16.049815274135266
Incidence,Ibaraki,Female,Age-standardized,Schizophrenia,Rate,1990,16.120555121399395,18.84333086714867,13.617900726285251
Incidence,Ibaraki,Male,Age-standardized,Schizophrenia,Rate,1991,19.288378372949943,22.73018725073655,16.111842056759947
Incidence,Ibaraki,Female,Age-standardized,Schizophrenia,Rate,1991,16.087829816108247,18.813608803484165,13.586380297117797
Incidence,Ibaraki,Male,Age-standardized,Schizophrenia,Rate,1992,19.29940756469505,22.898101741480072,16.116407708223814
Incidence,Ibaraki,Female,Age-standardized,Schizophrenia,Rate,1992,16.058479028734535,18.833359823771822,13.527936054378998
Incidence,Ibaraki,Male,Age-standardized,Schizophrenia,Rate,1993,19.30790027088209,22.895121174482526,16.148833176663043
Incidence,Ibaraki,Female,Age-standardized,Schizophrenia,Rate,1993,16.034058957285964,18.81670153733786,13.487824835932447
Incidence,Ibaraki,Male,Age-standardized,Schizophrenia,Rate,1994,19.313650107825477,23.09376716907436,16.12210741129232
Incidence,Ibaraki,Female,Age-standardized,Schizophrenia,Rate,1994,16.01612579977023,18.865256633205888,13.452855118629728
Incidence,Ibaraki,Male,Age-standardized,Schizophrenia,Rate,1995,19.3164506918396,23.234758676741574,16.12564853170255
Incidence,Ibaraki,Female,Age-standardized,Schizophrenia,Rate,1995,16.00623575419503,19.023342456996343,13.457971076331594
Incidence,Ibaraki,Male,Age-standardized,Schizophrenia,Rate,1996,19.314487625762506,23.063375115329865,16.143956087452356
Incidence,Ibaraki,Female,Age-standardized,Schizophrenia,Rate,1996,16.00019550766602,18.983470623775947,13.483003849607222
Incidence,Ibaraki,Male,Age-standardized,Schizophrenia,Rate,1997,19.307933664049823,22.866468801350326,16.170851109390973
Incidence,Ibaraki,Female,Age-standardized,Schizophrenia,Rate,1997,15.993528826652279,18.973611670173444,13.518600283876438
Incidence,Ibaraki,Male,Age-standardized,Schizophrenia,Rate,1998,19.299563150442307,22.784509666954012,16.15691574166548
Incidence,Ibaraki,Female,Age-standardized,Schizophrenia,Rate,1998,15.987367528206656,18.938115552412494,13.455521172563492
Incidence,Ibaraki,Male,Age-standardized,Schizophrenia,Rate,1999,19.29215042868072,22.875509870309557,16.156884699517025
Incidence,Ibaraki,Female,Age-standardized,Schizophrenia,Rate,1999,15.982843429382008,18.87744966695413,13.438584883801113
Incidence,Ibaraki,Male,Age-standardized,Schizophrenia,Rate,2000,19.28846984250582,22.90619316494254,16.06763416140267
Incidence,Ibaraki,Female,Age-standardized,Schizophrenia,Rate,2000,15.981088347231184,18.88052400350475,13.397079472952687
Incidence,Ibaraki,Male,Age-standardized,Schizophrenia,Rate,2001,19.285614542219935,22.85723270242548,16.125265090415155
Incidence,Ibaraki,Female,Age-standardized,Schizophrenia,Rate,2001,15.982400981645632,18.745274317484775,13.450921274839331
Incidence,Ibaraki,Male,Age-standardized,Schizophrenia,Rate,2002,19.280589631602055,22.816318107450716,16.132407143049143
Incidence,Ibaraki,Female,Age-standardized,Schizophrenia,Rate,2002,15.985839734528561,18.70369637605758,13.508605429438775
Incidence,Ibaraki,Male,Age-standardized,Schizophrenia,Rate,2003,19.276037384607932,22.895949458193606,16.13345319715927
Incidence,Ibaraki,Female,Age-standardized,Schizophrenia,Rate,2003,15.990675975950431,18.744021980632073,13.466175128991878
Incidence,Ibaraki,Male,Age-standardized,Schizophrenia,Rate,2004,19.27460007519331,22.94205921688179,16.19172811133465
Incidence,Ibaraki,Female,Age-standardized,Schizophrenia,Rate,2004,15.996181075981733,18.807412673140764,13.442281629897789
Incidence,Ibaraki,Male,Age-standardized,Schizophrenia,Rate,2005,19.278919977313947,22.985539661584475,16.104497088653194
Incidence,Ibaraki,Female,Age-standardized,Schizophrenia,Rate,2005,16.001626404692935,18.856655160540022,13.34330665176103
Incidence,Ibaraki,Male,Age-standardized,Schizophrenia,Rate,2006,19.290752364220456,22.901381764265423,16.214186178035977
Incidence,Ibaraki,Female,Age-standardized,Schizophrenia,Rate,2006,16.042768650476802,18.8335939567915,13.450626865209776
Incidence,Ibaraki,Male,Age-standardized,Schizophrenia,Rate,2007,19.30766441981237,22.86030295914841,16.185287016806257
Incidence,Ibaraki,Female,Age-standardized,Schizophrenia,Rate,2007,16.13576672135229,18.92678636299754,13.498121349817094
Incidence,Ibaraki,Male,Age-standardized,Schizophrenia,Rate,2008,19.326016284018888,22.86642619280246,16.17343989095298
