,調査年,地域,F110801_非労働力人口（男）【人】,F110802_非労働力人口（女）【人】
995,1996,大分県,,
996,1996,大阪府,,
997,1996,奈良県,,
998,1996,宮城県,,
999,1996,宮崎県,,
1000,1996,富山県,,
1001,1996,山口県,,
1002,1996,山形県,,
1003,1996,山梨県,,
1004,1996,岐阜県,,
1005,1996,岡山県,,
1006,1996,岩手県,,
1007,1996,島根県,,
1008,1996,広島県,,
1009,1996,徳島県,,
1010,1996,愛媛県,,
1011,1996,愛知県,,
1012,1996,新潟県,,
1013,1996,東京都,,
1014,1996,栃木県,,
1015,1996,沖縄県,,
1016,1996,滋賀県,,
1017,1996,熊本県,,
1018,1996,石川県,,
1019,1996,神奈川県,,
1020,1996,福井県,,
1021,1996,福岡県,,
1022,1996,福島県,,
1023,1996,秋田県,,
1024,1996,群馬県,,
1025,1996,茨城県,,
1026,1996,長崎県,,
1027,1996,長野県,,
1028,1996,青森県,,
1029,1996,静岡県,,
1030,1996,香川県,,
1031,1996,高知県,,
1032,1996,鳥取県,,
1033,1996,鹿児島県,,
1034,1997,三重県,,
1035,1997,京都府,,
1036,1997,佐賀県,,
1037,1997,兵庫県,,
1038,1997,北海道,,
1039,1997,千葉県,,
1040,1997,和歌山県,,
1041,1997,埼玉県,,
1042,1997,大分県,,
1043,1997,大阪府,,
1044,1997,奈良県,,
1045,1997,宮城県,,
1046,1997,宮崎県,,
1047,1997,富山県,,
1048,1997,山口県,,
1049,1997,山形県,,
1050,1997,山梨県,,
1051,1997,岐阜県,,
1052,1997,岡山県,,
1053,1997,岩手県,,
1054,1997,島根県,,
1055,1997,広島県,,
1056,1997,徳島県,,
1057,1997,愛媛県,,
1058,1997,愛知県,,
1059,1997,新潟県,,
1060,1997,東京都,,
1061,1997,栃木県,,
1062,1997,沖縄県,,
1063,1997,滋賀県,,
1064,1997,熊本県,,
1065,1997,石川県,,
1066,1997,神奈川県,,
1067,1997,福井県,,
1068,1997,福岡県,,
1069,1997,福島県,,
1070,1997,秋田県,,
1071,1997,群馬県,,
1072,1997,茨城県,,
1073,1997,長崎県,,
1074,1997,長野県,,
1075,1997,青森県,,
1076,1997,静岡県,,
1077,1997,香川県,,
1078,1997,高知県,,
1079,1997,鳥取県,,
1080,1997,鹿児島県,,
1081,1998,三重県,,
1082,1998,京都府,,
1083,1998,佐賀県,,
1084,1998,兵庫県,,
1085,1998,北海道,,
1086,1998,千葉県,,
1087,1998,和歌山県,,
1088,1998,埼玉県,,
1089,1998,大分県,,
1090,1998,大阪府,,
1091,1998,奈良県,,
1092,1998,宮城県,,
1093,1998,宮崎県,,
1094,1998,富山県,,
1095,1998,山口県,,
1096,1998,山形県,,
1097,1998,山梨県,,
1098,1998,岐阜県,,
1099,1998,岡山県,,
1100,1998,岩手県,,
1101,1998,島根県,,
1102,1998,広島県,,
1103,1998,徳島県,,
1104,1998,愛媛県,,
1105,1998,愛知県,,
1106,1998,新潟県,,
1107,1998,東京都,,
1108,1998,栃木県,,
1109,1998,沖縄県,,
1110,1998,滋賀県,,
1111,1998,熊本県,,
1112,1998,石川県,,
1113,1998,神奈川県,,
1114,1998,福井県,,
1115,1998,福岡県,,
1116,1998,福島県,,
1117,1998,秋田県,,
1118,1998,群馬県,,
1119,1998,茨城県,,
1120,1998,長崎県,,
1121,1998,長野県,,
1122,1998,青森県,,
1123,1998,静岡県,,
1124,1998,香川県,,
1125,1998,高知県,,
1126,1998,鳥取県,,
1127,1998,鹿児島県,,
1128,1999,三重県,,
1129,1999,京都府,,
1130,1999,佐賀県,,
1131,1999,兵庫県,,
1132,1999,北海道,,
1133,1999,千葉県,,
1134,1999,和歌山県,,
1135,1999,埼玉県,,
1136,1999,大分県,,
1137,1999,大阪府,,
1138,1999,奈良県,,
1139,1999,宮城県,,
1140,1999,宮崎県,,
1141,1999,富山県,,
1142,1999,山口県,,
1143,1999,山形県,,
1144,1999,山梨県,,
1145,1999,岐阜県,,
1146,1999,岡山県,,
1147,1999,岩手県,,
1148,1999,島根県,,
1149,1999,広島県,,
1150,1999,徳島県,,
1151,1999,愛媛県,,
1152,1999,愛知県,,
1153,1999,新潟県,,
1154,1999,東京都,,
1155,1999,栃木県,,
1156,1999,沖縄県,,
1157,1999,滋賀県,,
1158,1999,熊本県,,
1159,1999,石川県,,
1160,1999,神奈川県,,
1161,1999,福井県,,
1162,1999,福岡県,,
1163,1999,福島県,,
1164,1999,秋田県,,
1165,1999,群馬県,,
1166,1999,茨城県,,
1167,1999,長崎県,,
1168,1999,長野県,,
1169,1999,青森県,,
1170,1999,静岡県,,
1171,1999,香川県,,
1172,1999,高知県,,
1173,1999,鳥取県,,
1174,1999,鹿児島県,,
1175,2000,三重県,181399.0,417077.0
1176,2000,京都府,253411.0,605656.0
1177,2000,佐賀県,86995.0,192319.0
1178,2000,兵庫県,532053.0,1352411.0
1179,2000,北海道,579812.0,1357086.0
1180,2000,千葉県,541474.0,1306111.0
1181,2000,和歌山県,111262.0,267257.0
1182,2000,埼玉県,598958.0,1494651.0
1183,2000,大分県,130479.0,291007.0
1184,2000,大阪府,816748.0,2081577.0
1185,2000,奈良県,144257.0,377827.0
1186,2000,宮城県,236834.0,532790.0
1187,2000,宮崎県,122597.0,257557.0
1188,2000,富山県,105856.0,235709.0
1189,2000,山口県,160991.0,366189.0
1190,2000,山形県,123819.0,266963.0
1191,2000,山梨県,82579.0,188969.0
1192,2000,岐阜県,194537.0,451388.0
1193,2000,岡山県,198977.0,448214.0
1194,2000,岩手県,135537.0,301757.0
1195,2000,島根県,77243.0,167957.0
1196,2000,広島県,280583.0,645252.0
1197,2000,徳島県,90338.0,193943.0
1198,2000,愛媛県,158784.0,362320.0
1199,2000,愛知県,600684.0,1445986.0
1200,2000,新潟県,249086.0,536190.0
1201,2000,東京都,1065712.0,2568025.0
1202,2000,栃木県,183252.0,418513.0
1203,2000,沖縄県,133223.0,281032.0
1204,2000,滋賀県,123530.0,293033.0
1205,2000,熊本県,204546.0,421854.0
1206,2000,石川県,115264.0,243230.0
1207,2000,神奈川県,774490.0,1900588.0
1208,2000,福井県,76828.0,166382.0
1209,2000,福岡県,522105.0,1174909.0
1210,2000,福島県,211085.0,455070.0
1211,2000,秋田県,126648.0,283441.0
1212,2000,群馬県,186968.0,433837.0
1213,2000,茨城県,281302.0,650589.0
1214,2000,長崎県,165584.0,365188.0
1215,2000,長野県,191428.0,444832.0
1216,2000,青森県,143941.0,328432.0
1217,2000,静岡県,327519.0,759769.0
1218,2000,香川県,103346.0,230365.0
1219,2000,高知県,90314.0,184430.0
1220,2000,鳥取県,58817.0,126412.0
1221,2000,鹿児島県,198501.0,432506.0
1222,2001,三重県,,
1223,2001,京都府,,
1224,2001,佐賀県,,
1225,2001,兵庫県,,
1226,2001,北海道,,
1227,2001,千葉県,,
1228,2001,和歌山県,,
1229,2001,埼玉県,,
1230,2001,大分県,,
1231,2001,大阪府,,
1232,2001,奈良県,,
1233,2001,宮城県,,
1234,2001,宮崎県,,
1235,2001,富山県,,
1236,2001,山口県,,
1237,2001,山形県,,
1238,2001,山梨県,,
1239,2001,岐阜県,,
1240,2001,岡山県,,
1241,2001,岩手県,,
1242,2001,島根県,,
1243,2001,広島県,,
1244,2001,徳島県,,
1245,2001,愛媛県,,
1246,2001,愛知県,,
1247,2001,新潟県,,
1248,2001,東京都,,
1249,2001,栃木県,,
1250,2001,沖縄県,,
1251,2001,滋賀県,,
1252,2001,熊本県,,
1253,2001,石川県,,
1254,2001,神奈川県,,
1255,2001,福井県,,
1256,2001,福岡県,,
1257,2001,福島県,,
1258,2001,秋田県,,
1259,2001,群馬県,,
1260,2001,茨城県,,
1261,2001,長崎県,,
1262,2001,長野県,,
1263,2001,青森県,,
1264,2001,静岡県,,
1265,2001,香川県,,
1266,2001,高知県,,
1267,2001,鳥取県,,
1268,2001,鹿児島県,,
1269,2002,三重県,,
1270,2002,京都府,,
1271,2002,佐賀県,,
1272,2002,兵庫県,,
1273,2002,北海道,,
1274,2002,千葉県,,
1275,2002,和歌山県,,
1276,2002,埼玉県,,
1277,2002,大分県,,
1278,2002,大阪府,,
1279,2002,奈良県,,
1280,2002,宮城県,,
1281,2002,宮崎県,,
1282,2002,富山県,,
1283,2002,山口県,,
1284,2002,山形県,,
1285,2002,山梨県,,
1286,2002,岐阜県,,
1287,2002,岡山県,,
1288,2002,岩手県,,
1289,2002,島根県,,
1290,2002,広島県,,
1291,2002,徳島県,,
1292,2002,愛媛県,,
1293,2002,愛知県,,
1294,2002,新潟県,,
1295,2002,東京都,,
1296,2002,栃木県,,
1297,2002,沖縄県,,
1298,2002,滋賀県,,
1299,2002,熊本県,,
1300,2002,石川県,,
1301,2002,神奈川県,,
1302,2002,福井県,,
1303,2002,福岡県,,
1304,2002,福島県,,
1305,2002,秋田県,,
1306,2002,群馬県,,
1307,2002,茨城県,,
1308,2002,長崎県,,
1309,2002,長野県,,
1310,2002,青森県,,
1311,2002,静岡県,,
1312,2002,香川県,,
1313,2002,高知県,,
1314,2002,鳥取県,,
1315,2002,鹿児島県,,
1316,2003,三重県,,
1317,2003,京都府,,
1318,2003,佐賀県,,
1319,2003,兵庫県,,
1320,2003,北海道,,
1321,2003,千葉県,,
1322,2003,和歌山県,,
1323,2003,埼玉県,,
1324,2003,大分県,,
1325,2003,大阪府,,
1326,2003,奈良県,,
1327,2003,宮城県,,
1328,2003,宮崎県,,
1329,2003,富山県,,
1330,2003,山口県,,
1331,2003,山形県,,
1332,2003,山梨県,,
1333,2003,岐阜県,,
1334,2003,岡山県,,
1335,2003,岩手県,,
1336,2003,島根県,,
1337,2003,広島県,,
1338,2003,徳島県,,
1339,2003,愛媛県,,
1340,2003,愛知県,,
1341,2003,新潟県,,
1342,2003,東京都,,
1343,2003,栃木県,,
1344,2003,沖縄県,,
1345,2003,滋賀県,,
1346,2003,熊本県,,
1347,2003,石川県,,
1348,2003,神奈川県,,
1349,2003,福井県,,
1350,2003,福岡県,,
1351,2003,福島県,,
1352,2003,秋田県,,
1353,2003,群馬県,,
1354,2003,茨城県,,
1355,2003,長崎県,,
1356,2003,長野県,,
1357,2003,青森県,,
1358,2003,静岡県,,
1359,2003,香川県,,
1360,2003,高知県,,
1361,2003,鳥取県,,
1362,2003,鹿児島県,,
1363,2004,三重県,,
1364,2004,京都府,,
1365,2004,佐賀県,,
1366,2004,兵庫県,,
1367,2004,北海道,,
1368,2004,千葉県,,
1369,2004,和歌山県,,
1370,2004,埼玉県,,
1371,2004,大分県,,
1372,2004,大阪府,,
1373,2004,奈良県,,
1374,2004,宮城県,,
1375,2004,宮崎県,,
1376,2004,富山県,,
1377,2004,山口県,,
1378,2004,山形県,,
1379,2004,山梨県,,
1380,2004,岐阜県,,
1381,2004,岡山県,,
1382,2004,岩手県,,
1383,2004,島根県,,
1384,2004,広島県,,
1385,2004,徳島県,,
1386,2004,愛媛県,,
1387,2004,愛知県,,
1388,2004,新潟県,,
1389,2004,東京都,,
1390,2004,栃木県,,
1391,2004,沖縄県,,
1392,2004,滋賀県,,
1393,2004,熊本県,,
1394,2004,石川県,,
1395,2004,神奈川県,,
1396,2004,福井県,,
1397,2004,福岡県,,
1398,2004,福島県,,
1399,2004,秋田県,,
1400,2004,群馬県,,
1401,2004,茨城県,,
1402,2004,長崎県,,
1403,2004,長野県,,
1404,2004,青森県,,
1405,2004,静岡県,,
1406,2004,香川県,,
1407,2004,高知県,,
1408,2004,鳥取県,,
1409,2004,鹿児島県,,
1410,2005,三重県,189924.0,415775.0
1411,2005,京都府,263274.0,603025.0
1412,2005,佐賀県,88140.0,192060.0
1413,2005,兵庫県,569784.0,1352492.0
1414,2005,北海道,605919.0,1356754.0
1415,2005,千葉県,577179.0,1333566.0
1416,2005,和歌山県,112729.0,257478.0
1417,2005,埼玉県,644779.0,1513757.0
1418,2005,大分県,132051.0,288803.0
1419,2005,大阪府,861415.0,2055911.0
1420,2005,奈良県,155367.0,370608.0
1421,2005,宮城県,243307.0,537929.0
1422,2005,宮崎県,121987.0,257340.0
1423,2005,富山県,110619.0,237383.0
1424,2005,山口県,162118.0,362241.0
1425,2005,山形県,129809.0,269293.0
1426,2005,山梨県,85825.0,189196.0
1427,2005,岐阜県,207288.0,454286.0
1428,2005,岡山県,204944.0,448961.0
1429,2005,岩手県,142419.0,307699.0
1430,2005,島根県,79737.0,168417.0
1431,2005,広島県,290786.0,645488.0
1432,2005,徳島県,93690.0,194065.0
1433,2005,愛媛県,157529.0,355081.0
1434,2005,愛知県,642010.0,1473680.0
1435,2005,新潟県,256317.0,537619.0
1436,2005,東京都,1058643.0,2594700.0
1437,2005,栃木県,192865.0,426640.0
1438,2005,沖縄県,136975.0,285442.0
1439,2005,滋賀県,133034.0,298471.0
1440,2005,熊本県,204907.0,420245.0
1441,2005,石川県,118172.0,245187.0
1442,2005,神奈川県,822628.0,1929348.0
1443,2005,福井県,80040.0,169058.0
1444,2005,福岡県,522591.0,1174206.0
1445,2005,福島県,216459.0,460567.0
1446,2005,秋田県,127786.0,280803.0
1447,2005,群馬県,199103.0,437625.0
1448,2005,茨城県,298230.0,654581.0
1449,2005,長崎県,166078.0,359130.0
1450,2005,長野県,204146.0,452682.0
1451,2005,青森県,147707.0,327845.0
1452,2005,静岡県,353204.0,776598.0
1453,2005,香川県,106853.0,231078.0
1454,2005,高知県,92503.0,183582.0
1455,2005,鳥取県,61727.0,129421.0
1456,2005,鹿児島県,195448.0,423612.0
1457,2006,三重県,,
1458,2006,京都府,,
1459,2006,佐賀県,,
1460,2006,兵庫県,,
1461,2006,北海道,,
1462,2006,千葉県,,
1463,2006,和歌山県,,
1464,2006,埼玉県,,
1465,2006,大分県,,
1466,2006,大阪府,,
1467,2006,奈良県,,
1468,2006,宮城県,,
1469,2006,宮崎県,,
1470,2006,富山県,,
1471,2006,山口県,,
1472,2006,山形県,,
1473,2006,山梨県,,
1474,2006,岐阜県,,
1475,2006,岡山県,,
1476,2006,岩手県,,
1477,2006,島根県,,
1478,2006,広島県,,
1479,2006,徳島県,,
1480,2006,愛媛県,,
1481,2006,愛知県,,
1482,2006,新潟県,,
1483,2006,東京都,,
1484,2006,栃木県,,
1485,2006,沖縄県,,
1486,2006,滋賀県,,
1487,2006,熊本県,,
1488,2006,石川県,,
1489,2006,神奈川県,,
1490,2006,福井県,,
1491,2006,福岡県,,
1492,2006,福島県,,
1493,2006,秋田県,,
1494,2006,群馬県,,
1495,2006,茨城県,,
1496,2006,長崎県,,
1497,2006,長野県,,
1498,2006,青森県,,
1499,2006,静岡県,,
1500,2006,香川県,,
1501,2006,高知県,,
1502,2006,鳥取県,,
1503,2006,鹿児島県,,
1504,2007,三重県,,
1505,2007,京都府,,
1506,2007,佐賀県,,
1507,2007,兵庫県,,
1508,2007,北海道,,
1509,2007,千葉県,,
1510,2007,和歌山県,,
1511,2007,埼玉県,,
1512,2007,大分県,,
1513,2007,大阪府,,
1514,2007,奈良県,,
1515,2007,宮城県,,
1516,2007,宮崎県,,
1517,2007,富山県,,
1518,2007,山口県,,
1519,2007,山形県,,
1520,2007,山梨県,,
1521,2007,岐阜県,,
1522,2007,岡山県,,
1523,2007,岩手県,,
1524,2007,島根県,,
1525,2007,広島県,,
1526,2007,徳島県,,
1527,2007,愛媛県,,
1528,2007,愛知県,,
1529,2007,新潟県,,
1530,2007,東京都,,
1531,2007,栃木県,,
1532,2007,沖縄県,,
1533,2007,滋賀県,,
1534,2007,熊本県,,
1535,2007,石川県,,
1536,2007,神奈川県,,
1537,2007,福井県,,
1538,2007,福岡県,,
1539,2007,福島県,,
1540,2007,秋田県,,
1541,2007,群馬県,,
1542,2007,茨城県,,
1543,2007,長崎県,,
1544,2007,長野県,,
1545,2007,青森県,,
1546,2007,静岡県,,
1547,2007,香川県,,
1548,2007,高知県,,
1549,2007,鳥取県,,
1550,2007,鹿児島県,,
1551,2008,三重県,,
1552,2008,京都府,,
1553,2008,佐賀県,,
1554,2008,兵庫県,,
1555,2008,北海道,,
1556,2008,千葉県,,
1557,2008,和歌山県,,
1558,2008,埼玉県,,
1559,2008,大分県,,
1560,2008,大阪府,,
1561,2008,奈良県,,
1562,2008,宮城県,,
1563,2008,宮崎県,,
1564,2008,富山県,,
1565,2008,山口県,,
1566,2008,山形県,,
1567,2008,山梨県,,
1568,2008,岐阜県,,
1569,2008,岡山県,,
1570,2008,岩手県,,
1571,2008,島根県,,
1572,2008,広島県,,
1573,2008,徳島県,,
1574,2008,愛媛県,,
1575,2008,愛知県,,
1576,2008,新潟県,,
1577,2008,東京都,,
1578,2008,栃木県,,
1579,2008,沖縄県,,
1580,2008,滋賀県,,
1581,2008,熊本県,,
1582,2008,石川県,,
1583,2008,神奈川県,,
1584,2008,福井県,,
1585,2008,福岡県,,
1586,2008,福島県,,
1587,2008,秋田県,,
1588,2008,群馬県,,
1589,2008,茨城県,,
1590,2008,長崎県,,
1591,2008,長野県,,
1592,2008,青森県,,
1593,2008,静岡県,,
1594,2008,香川県,,
1595,2008,高知県,,
1596,2008,鳥取県,,
1597,2008,鹿児島県,,
1598,2009,三重県,,
1599,2009,京都府,,
1600,2009,佐賀県,,
1601,2009,兵庫県,,
1602,2009,北海道,,
1603,2009,千葉県,,
1604,2009,和歌山県,,
1605,2009,埼玉県,,
1606,2009,大分県,,
1607,2009,大阪府,,
1608,2009,奈良県,,
1609,2009,宮城県,,
1610,2009,宮崎県,,
1611,2009,富山県,,
1612,2009,山口県,,
1613,2009,山形県,,
1614,2009,山梨県,,
1615,2009,岐阜県,,
1616,2009,岡山県,,
1617,2009,岩手県,,
1618,2009,島根県,,
1619,2009,広島県,,
1620,2009,徳島県,,
1621,2009,愛媛県,,
1622,2009,愛知県,,
1623,2009,新潟県,,
1624,2009,東京都,,
1625,2009,栃木県,,
1626,2009,沖縄県,,
1627,2009,滋賀県,,
1628,2009,熊本県,,
1629,2009,石川県,,
1630,2009,神奈川県,,
1631,2009,福井県,,
1632,2009,福岡県,,
1633,2009,福島県,,
1634,2009,秋田県,,
1635,2009,群馬県,,
1636,2009,茨城県,,
1637,2009,長崎県,,
1638,2009,長野県,,
1639,2009,青森県,,
1640,2009,静岡県,,
1641,2009,香川県,,
1642,2009,高知県,,
1643,2009,鳥取県,,
1644,2009,鹿児島県,,
1645,2010,三重県,193810.0,397702.0
1646,2010,京都府,272285.0,565083.0
1647,2010,佐賀県,91148.0,188916.0
1648,2010,兵庫県,584024.0,1281586.0
1649,2010,北海道,636752.0,1323014.0
1650,2010,千葉県,613035.0,1278871.0
1651,2010,和歌山県,113793.0,244726.0
1652,2010,埼玉県,704918.0,1475654.0
1653,2010,大分県,140389.0,288057.0
1654,2010,大阪府,874432.0,1885489.0
1655,2010,奈良県,158000.0,347629.0
1656,2010,宮城県,255285.0,528147.0
1657,2010,宮崎県,127242.0,253217.0
1658,2010,富山県,118976.0,235754.0
1659,2010,山口県,169668.0,356435.0
1660,2010,山形県,135523.0,263639.0
1661,2010,山梨県,89468.0,183272.0
1662,2010,岐阜県,221033.0,450720.0
1663,2010,岡山県,219468.0,448474.0
1664,2010,岩手県,150499.0,306582.0
1665,2010,島根県,81604.0,158825.0
1666,2010,広島県,290275.0,608104.0
1667,2010,徳島県,93139.0,181371.0
1668,2010,愛媛県,168020.0,348984.0
1669,2010,愛知県,674713.0,1439548.0
1670,2010,新潟県,266348.0,524870.0
1671,2010,東京都,1115222.0,2398308.0
1672,2010,栃木県,198330.0,408247.0
1673,2010,沖縄県,139419.0,265767.0
1674,2010,滋賀県,141084.0,293080.0
1675,2010,熊本県,200816.0,398592.0
1676,2010,石川県,122640.0,237897.0
1677,2010,神奈川県,847021.0,1822705.0
1678,2010,福井県,84440.0,166306.0
1679,2010,福岡県,527402.0,1128423.0
1680,2010,福島県,216427.0,438181.0
1681,2010,秋田県,127570.0,267755.0
1682,2010,群馬県,216329.0,430751.0
1683,2010,茨城県,319713.0,642459.0
1684,2010,長崎県,168653.0,347595.0
1685,2010,長野県,220481.0,451960.0
1686,2010,青森県,155074.0,323984.0
1687,2010,静岡県,384649.0,788220.0
1688,2010,香川県,109389.0,220887.0
1689,2010,高知県,89476.0,168338.0
1690,2010,鳥取県,63965.0,124959.0
1691,2010,鹿児島県,193719.0,397624.0
1692,2011,三重県,,
1693,2011,京都府,,
1694,2011,佐賀県,,
1695,2011,兵庫県,,
1696,2011,北海道,,
1697,2011,千葉県,,
1698,2011,和歌山県,,
1699,2011,埼玉県,,
1700,2011,大分県,,
1701,2011,大阪府,,
1702,2011,奈良県,,
1703,2011,宮城県,,
1704,2011,宮崎県,,
1705,2011,富山県,,
1706,2011,山口県,,
1707,2011,山形県,,
1708,2011,山梨県,,
1709,2011,岐阜県,,
1710,2011,岡山県,,
1711,2011,岩手県,,
1712,2011,島根県,,
1713,2011,広島県,,
1714,2011,徳島県,,
1715,2011,愛媛県,,
1716,2011,愛知県,,
1717,2011,新潟県,,
1718,2011,東京都,,
1719,2011,栃木県,,
1720,2011,沖縄県,,
1721,2011,滋賀県,,
1722,2011,熊本県,,
1723,2011,石川県,,
1724,2011,神奈川県,,
1725,2011,福井県,,
1726,2011,福岡県,,
1727,2011,福島県,,
1728,2011,秋田県,,
1729,2011,群馬県,,
1730,2011,茨城県,,
1731,2011,長崎県,,
1732,2011,長野県,,
1733,2011,青森県,,
1734,2011,静岡県,,
1735,2011,香川県,,
1736,2011,高知県,,
1737,2011,鳥取県,,
1738,2011,鹿児島県,,
1739,2012,三重県,,
1740,2012,京都府,,
1741,2012,佐賀県,,
1742,2012,兵庫県,,
1743,2012,北海道,,
1744,2012,千葉県,,
1745,2012,和歌山県,,
1746,2012,埼玉県,,
1747,2012,大分県,,
1748,2012,大阪府,,
1749,2012,奈良県,,
1750,2012,宮城県,,
1751,2012,宮崎県,,
1752,2012,富山県,,
1753,2012,山口県,,
1754,2012,山形県,,
1755,2012,山梨県,,
1756,2012,岐阜県,,
1757,2012,岡山県,,
1758,2012,岩手県,,
1759,2012,島根県,,
1760,2012,広島県,,
1761,2012,徳島県,,
1762,2012,愛媛県,,
1763,2012,愛知県,,
1764,2012,新潟県,,
1765,2012,東京都,,
1766,2012,栃木県,,
1767,2012,沖縄県,,
1768,2012,滋賀県,,
1769,2012,熊本県,,
1770,2012,石川県,,
1771,2012,神奈川県,,
1772,2012,福井県,,
1773,2012,福岡県,,
1774,2012,福島県,,
1775,2012,秋田県,,
1776,2012,群馬県,,
1777,2012,茨城県,,
1778,2012,長崎県,,
1779,2012,長野県,,
1780,2012,青森県,,
1781,2012,静岡県,,
1782,2012,香川県,,
1783,2012,高知県,,
1784,2012,鳥取県,,
1785,2012,鹿児島県,,
1786,2013,三重県,,
1787,2013,京都府,,
1788,2013,佐賀県,,
1789,2013,兵庫県,,
1790,2013,北海道,,
1791,2013,千葉県,,
1792,2013,和歌山県,,
1793,2013,埼玉県,,
1794,2013,大分県,,
1795,2013,大阪府,,
1796,2013,奈良県,,
1797,2013,宮城県,,
1798,2013,宮崎県,,
1799,2013,富山県,,
1800,2013,山口県,,
1801,2013,山形県,,
1802,2013,山梨県,,
1803,2013,岐阜県,,
1804,2013,岡山県,,
1805,2013,岩手県,,
1806,2013,島根県,,
1807,2013,広島県,,
1808,2013,徳島県,,
1809,2013,愛媛県,,
1810,2013,愛知県,,
1811,2013,新潟県,,
1812,2013,東京都,,
1813,2013,栃木県,,
1814,2013,沖縄県,,
1815,2013,滋賀県,,
1816,2013,熊本県,,
1817,2013,石川県,,
1818,2013,神奈川県,,
1819,2013,福井県,,
1820,2013,福岡県,,
1821,2013,福島県,,
1822,2013,秋田県,,
1823,2013,群馬県,,
1824,2013,茨城県,,
1825,2013,長崎県,,
1826,2013,長野県,,
1827,2013,青森県,,
1828,2013,静岡県,,
1829,2013,香川県,,
1830,2013,高知県,,
1831,2013,鳥取県,,
1832,2013,鹿児島県,,
1833,2014,三重県,,
1834,2014,京都府,,
1835,2014,佐賀県,,
1836,2014,兵庫県,,
1837,2014,北海道,,
1838,2014,千葉県,,
1839,2014,和歌山県,,
1840,2014,埼玉県,,
1841,2014,大分県,,
1842,2014,大阪府,,
1843,2014,奈良県,,
1844,2014,宮城県,,
1845,2014,宮崎県,,
1846,2014,富山県,,
1847,2014,山口県,,
1848,2014,山形県,,
1849,2014,山梨県,,
1850,2014,岐阜県,,
1851,2014,岡山県,,
1852,2014,岩手県,,
1853,2014,島根県,,
1854,2014,広島県,,
1855,2014,徳島県,,
1856,2014,愛媛県,,
1857,2014,愛知県,,
1858,2014,新潟県,,
1859,2014,東京都,,
1860,2014,栃木県,,
1861,2014,沖縄県,,
1862,2014,滋賀県,,
1863,2014,熊本県,,
1864,2014,石川県,,
1865,2014,神奈川県,,
1866,2014,福井県,,
1867,2014,福岡県,,
1868,2014,福島県,,
1869,2014,秋田県,,
1870,2014,群馬県,,
1871,2014,茨城県,,
1872,2014,長崎県,,
1873,2014,長野県,,
1874,2014,青森県,,
1875,2014,静岡県,,
1876,2014,香川県,,
1877,2014,高知県,,
1878,2014,鳥取県,,
1879,2014,鹿児島県,,
1880,2015,三重県,213022.0,390917.0
1881,2015,京都府,302486.0,559720.0
1882,2015,佐賀県,95595.0,180404.0
1883,2015,兵庫県,647523.0,1264489.0
1884,2015,北海道,656049.0,1268270.0
1885,2015,千葉県,702268.0,1279872.0
1886,2015,和歌山県,119234.0,231634.0
1887,2015,埼玉県,813667.0,1497274.0
1888,2015,大分県,146353.0,274183.0
1889,2015,大阪府,975991.0,1864163.0
1890,2015,奈良県,177552.0,341420.0
1891,2015,宮城県,265138.0,510778.0
1892,2015,宮崎県,135364.0,243602.0
1893,2015,富山県,127112.0,229270.0
1894,2015,山口県,180227.0,342181.0
1895,2015,山形県,136896.0,247528.0
1896,2015,山梨県,97457.0,175689.0
1897,2015,岐阜県,237531.0,433709.0
1898,2015,岡山県,233380.0,428746.0
1899,2015,岩手県,151963.0,288507.0
1900,2015,島根県,85119.0,151669.0
1901,2015,広島県,330124.0,620389.0
1902,2015,徳島県,100318.0,176330.0
1903,2015,愛媛県,173902.0,327003.0
1904,2015,愛知県,786746.0,1471734.0
1905,2015,新潟県,284242.0,508657.0
1906,2015,東京都,1179766.0,2317825.0
1907,2015,栃木県,223781.0,409016.0
1908,2015,沖縄県,148527.0,249978.0
1909,2015,滋賀県,157761.0,291987.0
1910,2015,熊本県,215432.0,392179.0
1911,2015,石川県,133990.0,235390.0
1912,2015,神奈川県,963424.0,1827525.0
1913,2015,福井県,89461.0,158811.0
1914,2015,福岡県,572948.0,1112405.0
1915,2015,福島県,223529.0,414959.0
1916,2015,秋田県,131469.0,253078.0
1917,2015,群馬県,234850.0,418790.0
1918,2015,茨城県,348958.0,623869.0
1919,2015,長崎県,173144.0,327759.0
1920,2015,長野県,240103.0,437838.0
1921,2015,青森県,158846.0,305432.0
1922,2015,静岡県,427582.0,777395.0
1923,2015,香川県,120252.0,215977.0
1924,2015,高知県,93289.0,159582.0
1925,2015,鳥取県,68713.0,121824.0
1926,2015,鹿児島県,202449.0,379166.0
1927,2016,三重県,,
1928,2016,京都府,,
1929,2016,佐賀県,,
1930,2016,兵庫県,,
1931,2016,北海道,,
1932,2016,千葉県,,
1933,2016,和歌山県,,
1934,2016,埼玉県,,
1935,2016,大分県,,
1936,2016,大阪府,,
1937,2016,奈良県,,
1938,2016,宮城県,,
1939,2016,宮崎県,,
1940,2016,富山県,,
1941,2016,山口県,,
1942,2016,山形県,,
1943,2016,山梨県,,
1944,2016,岐阜県,,
1945,2016,岡山県,,
1946,2016,岩手県,,
1947,2016,島根県,,
1948,2016,広島県,,
1949,2016,徳島県,,
1950,2016,愛媛県,,
1951,2016,愛知県,,
1952,2016,新潟県,,
1953,2016,東京都,,
1954,2016,栃木県,,
1955,2016,沖縄県,,
