,調査年,地域,地,総人口【人】,日本人人口【人】,未婚人口（15歳以上）【人】,有配偶人口（15歳以上）【人】,離別人口（15歳以上）【人】,外国人人口【人】,死亡数【人】,年齢調整死亡率【‐】,転入者数【人】,転出者数【人】,入国者数（日本人）【人】,出国者数（日本人）【人】,従業も通学もしていない人口【人】,自市区町村で従業・通学している人口【人】,流出人口（県内他市区町村で従業・通学している人口）【人】,流出人口（他県で従業・通学している人口）【人】,流入人口（県内他市区町村に常住している人口）【人】,流入人口（他県に常住している人口）【人】,昼間人口【人】,高齢単身世帯数（65歳以上の者1人）【世帯】,母子世帯数【世帯世帯数【世帯】,平均婚姻年齢（初婚の夫）【歳婚姻年齢（初婚の夫）【歳】,農業就業人口（販売農家）【人】,幼稚園教員数【人】,幼稚園在園者数【人】,幼稚園在園者数（公立）【人】,小学校教員数【人】,小学校児童数（公立）【人】,小学校児童数【人】,中学校教員数【人】,中学校生徒数（公立）【人】,中学校生徒数【人】,中学校卒業者のうち進学者数【人】,中学校卒業者のうち就職者数【人】,高等学校教員数【人】,高等学校生徒数【人】,高等学校生徒数（全日制）【人】,高等学校生徒数（定時制）【人】,高等学校生徒数（国立）【人】,高等学校生徒数（公立）【人】,高等学校生徒数（私立）【人】,高等学校生徒数（通信制）【人】,高等学校卒業者のうち進学者数【人】,高等学校卒業者のうち専修学校等入学者数【人】,高等学校卒業者のうち就職者数【人】,高等学校卒業者の就職者のうち県内就職者数【人】,高等学校卒業者のうち家事手伝い・外国の大学入学者・進路未定者数【人】,高等学校卒業者の進学希望者数（新規高等学校卒業者）【人】,短期大学教員数【人】,大学教員数【人】,短期大学学生数【人】,大学学生数【人】,大学学生数（国立）【人】,大学学生数（公立）【人】,大学学生数（私立）【人】,短期大学卒業者のうち進学者数【人】,短期大学卒業者のうち就職者数【人】,短期大学卒業者のうち家事手伝い・進路未定者数【人】,大学卒業者のうち進学者数【人】,大学卒業者のうち就職者数【人】,大学卒業者のうち家事手伝い・進路未定者数【人】,最終学歴人口（卒業者総数）【人】,最終学歴人口（小学校・中学校・高小）【人】,最終学歴人口（高校・旧中）【人】,最終学歴人口（短大・高専）【人】,最終学歴人口（大学・大学院）【人】,未就学者数【人】,労働力人口【人】,就業者数【人】,就業者数・主に仕事【人】,就業者数・家事のほか仕事【人】,就業者数・通学のかたわら仕事【人】,就業者数・休業者【人】,完全失業者数【人】,非労働力人口【人】,非労働力人口・家事【人】,非労働力人口・通学【人】,非労働力人口・その他【人】,15歳以上人口（就業構造基本調査結果）【千人】,農林漁業者【人】,農林漁業雇用者【人】,会社団体役員【人】,商店主【人】,工場主【人】,サービス・その他の事業主【人】,専門職業者【人】,技術者【人】,教員・宗教家【人】,文筆家・芸術家・芸能家【人】,管理職【人】,事務職【人】,販売人【人】,技能者【人】,労務作業者【人】,個人サービス人【人】,保安職【人】,65歳以上の単身者世帯（完全失業者数）【世帯】,65歳以上の単身者世帯（非労働力人口）【世帯】,第1次産業就業者数【人】,第2次産業就業者数【人】,第3次産業就業者数【人】,役員数【人】,雇人のある業主数【人】,雇人のない業主数【人】,家族従業者数【人】,自営業主及び家族従業者数【人】,専門的・技術的職業従事者数（‐2005）【人】,管理的職業従事者数（‐2005）【人】,事務従事者数（‐2005）【人】,販売従事者数（‐2005）【人】,農林漁業作業者数（‐2005）【人】,運輸・通信従事者数（‐2005）【人】,保安職業従事者数（‐2005）【人】,サービス職業従事者数（‐2005）【人】,継続就業希望者数【千人】,追加就業希望者数【千人】,転職希望者数【千人】,就業休止希望者数【千人】,非就業希望者数【千人】,継続就業者数【千人】,転職者数【千人】,離職者数【千人】,新規就業者数【千人】,継続非就業者数【千人】,所定内実労働時間数（〜2019）【時間】,超過実労働時間数（〜2019）【時間】,所定内実労働時間数【時間】,超過実労働時間数【時間】,きまって支給する現金給与額（〜2019）【千円】,所定内給与額（〜2019）【千円】,女性パートタイムの給与（〜2019）【円パートタイムの給与（〜2019）【円】,労働日数【日】,新規学卒者初任給（高校）【千円】,新規学卒者初任給（大学）【千円】,ボランティア活動行動者率（10歳以上）【％】,スポーツ行動者率（10歳以上）【％】,旅行・行楽行動者率（10歳以上）【％】,旅行行動者率（10歳以上）【％】,海外旅行行動者率（10歳以上）【％】,国内旅行行動者率（10歳以上）【％】,行楽行動者率（10歳以上）【％】,学習・自己啓発・訓練行動者率（10歳以上）【％】,趣味・娯楽行動者率（10歳以上）【％】,テレビ・ラジオ・新聞・雑誌行動者率（10歳以上）【％】,インターネットの利用行動者率（10歳以上）【％】,平均余命（0歳）【年】,健康寿命【年】,身長（中学2年）【ｃｍ】,身長（高校2年）【ｃｍ】,体重（小学5年）【ｋｇ】,体重（中学2年）【ｋｇ】,体重（高校2年）【ｋｇ】,50ｍ走（小学5年）【秒】,50ｍ走（中学2年）【秒】,ソフトボール投げ（小学5年）【ｍ】,ハンドボール投げ（中学2年）【ｍ】,立ち幅跳び（小学5年）【ｃｍ】,立ち幅跳び（中学2年）【ｃｍ】,2500ｇ未満の出生数【人】,生活習慣病による死亡者数【人】,悪性新生物による死亡者数【人】,高血圧性疾患による死亡者数【人】,食事の平均時間（10歳以上）【分】,2次活動の平均時間（10歳以上）【分】,仕事の平均時間（10歳以上）【分】,学業の平均時間（10歳以上）【分】,家事の平均時間（10歳以上）【分】,介護・看護の平均時間（10歳以上）【分】,育児の平均時間（10歳以上）【分】,買い物の平均時間（10歳以上）【分】,3次活動の平均時間（10歳以上）【分】,移動の平均時間（通勤・通学を除く）（10歳以上）【分】,テレビ・ラジオ・新聞・雑誌の平均時間（10歳以上）【分】,休養・くつろぎの平均時間（10歳以上）【分】,学習・自己啓発・訓練の平均時間（学業以外）（10歳以上）【分】,趣味・娯楽の平均時間（10歳以上）【分】,スポーツの平均時間（10歳以上）【分】,ボランティア活動・社会参加活動の平均時間（10歳以上）【分】,交際・付き合いの平均時間（10歳以上）【分】,受診・療養の平均時間（10歳以上）【分】,分類不能の職業従事者数（‐2005）【人】,生産工程・労務作業者数（‐2005）【人】,自市区町村で従業している就業者数【人】,県内他市区町村で従業している就業者数【人】,他県で従業している就業者数【人】,県内就業者数【人】,他市区町村への通勤者数【人】,他県に常住している就業者数【人】,他市区町村からの通勤者数【人】,新規求職申込件数（一般）【件】,月間有効求職者数（一般）【人】,女性パートタイム労働者数（〜2019）【１０人パートタイム労働者数（〜2019）【１０人】,心疾患（高血圧性を除く）による死亡者数【人】,脳血管疾患による死亡者数【人】,自殺者数【人】,不慮の事故による死亡者数【人】,感染症及び寄生虫症による死亡者数【人】,結核による死亡者数【人】,呼吸器系の疾患による死亡者数【人】,肺炎による死亡者数【人】
284,1981年度,佐賀県,,1.1065375302663438,1.1067961165048543,,,,,0.8538737248414667,,,,0.3355016615993778,0.3357674483920798,,,,,,,,,,0.9163636363636364,,9.44927536231884,,,1.3448275862068966,,,0.5508537490720119,,,0.9864447494852436,0.9820627802690582,0.17893605588393338,1.0062366737739872,1.0280085841633193,0.3321976149914821,,0.9388969873663752,1.4891114982578397,1.912,1.3109939759036144,0.7077922077922078,1.0601692259479787,1.3653350515463918,1.5,0.9156137184115524,0.5416666666666666,0.08387096774193549,25.372093023255815,0.27455357142857145,0.23457814661134163,,0.6211031175059952,2.0,46.705882352941174,14.0,0.02702702702702703,0.3054263565891473,0.5411764705882353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9947643979057592,0.29411764705882354,,,0.5672333848531684,0.600907029478458,,,0.9313835770528683,,,,,,,,,,,,,,,0.9827586206896552,0.9322235434007136,1.0158730158730158,1.013215859030837,0.8925476603119583,,,,,,,1.1058201058201058,0.8973367697594502,0.70995670995671,1.0792079207920793,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1254361379625923,1.1197324338491692,,1.0223642172523961,0.9876543209876543,0.46601941747572817,0.41237113402061853,,0.24,,
285,1981年度,兵庫県,,1.0495441934205312,1.0507042253521126,,,,,0.8594510972325675,,,,0.4374024441998806,0.43549334590419553,,,,,,,,,,0.900355871886121,,21.84,,,1.6367949393779653,,,0.4891540130151844,,,0.9697985545133015,0.41608118657298987,0.20091646105040536,1.1157703901565132,1.1740340066449766,0.3030788967286722,,0.933925269190919,1.9327127032759839,1.4389815627743634,1.4969666329625886,0.5663656267104543,1.3618827160493827,1.3881924198250728,0.5356986421375384,0.96172868582195,0.7569169960474308,0.15857826384142173,47.21153846153846,0.753563441381726,0.21734682278049336,0.25520540236353406,1.0155884015830707,inf,42.5026455026455,96.88,0.18323586744639375,0.6727709396577605,4.703087885985748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0113636363636365,0.3333333333333333,,,0.5592532467532468,0.600547195622435,,,0.9435483870967741,,,,,,,,,,,,,,,0.9866156787762906,0.9262536873156342,0.9783950617283951,1.0109170305676856,0.8900169204737732,,,,,,,1.0899441340782123,0.8960599689185483,0.7200445434298441,1.5615384615384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8186020317082501,0.884538334622207,,0.9459644322845417,1.0294975688816856,0.6312949640287769,0.4367816091954023,,0.3406113537117904,,
286,1981年度,北海道,,1.039665211062591,1.0400874635568513,,,,,0.7669530447938617,,,,0.6190588022762171,0.6214772584213082,,,,,,,,,,0.923076923076923,,8.879032258064516,,,0.40120842509458465,,,0.24036858271171566,,,0.9836939914997639,0.9026602176541717,0.13787666433076384,0.9836956998395004,0.999971952131638,0.7370732398356707,,0.9200034752766646,1.2510027347310848,1.7263099219620959,0.8794059198828574,0.8418593786498482,1.1557714579848153,1.3390809081688382,0.9167468719923003,0.6912714394833692,0.41875,0.059744639845820284,3.6018466703973138,0.16602676490823143,0.19491479578036244,0.10810810810810811,0.1467389215573235,0.8140703517587939,3.96815834767642,118.0,0.09846547314578005,0.16531365313653137,0.45683930942895085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9789473684210527,0.3333333333333333,,,0.5533363595097595,0.5846774193548387,,,0.9318658280922432,,,,,,,,,,,,,,,0.9746995572422518,0.9282325029655991,0.9939577039274924,0.968944099378882,0.8702163061564059,,,,,,,1.1987673343605547,0.8250805494319146,0.6720935086620747,1.4142259414225942,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5881661049481851,0.6691242226326473,,0.8558885861338178,0.934596577017115,0.4943639291465378,0.2618343195266272,,0.39344262295081966,,
287,1981年度,千葉県,,0.9876644736842105,0.9876339653751031,,,,,0.8376730002345766,,,,0.3847952654930978,0.3850501143915459,,,,,,,,,,0.9042553191489362,,14.862745098039216,,,2.01625386996904,,,0.6277915632754343,,,0.9772712576786292,0.5829892650701899,0.21953290870488323,0.962270545043773,0.975795265396708,0.381023348236463,,0.9761126119721314,0.9275408276518154,1.2869955156950672,1.1294334408106863,0.7288676236044657,1.2126272446528652,1.0502133245815557,0.8382624768946395,0.7162673392181589,0.6468253968253969,0.09721278042148199,4.791555318011758,0.17305381880593354,0.3584114109914697,,0.13364452637212346,1.8888888888888888,21.69465648854962,12.684931506849315,0.13764044943820225,0.19520703776732898,0.7521551724137931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0056179775280898,0.3684210526315789,,,0.5687320475995076,0.6151346332404828,,,0.9363369245837414,,,,,,,,,,,,,,,0.9809523809523809,0.929585798816568,0.9847094801223242,0.9957356076759063,0.8789915966386554,,,,,,,1.1175785797438882,0.8671753904852748,0.7065287653522948,1.4330985915492958,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8936817341623257,0.8819362627452692,,0.9063400576368876,0.9402504472271914,0.582716049382716,0.3401015228426396,,0.46808510638297873,,
288,1981年度,和歌山県,,1.0782442748091603,1.0806142034548945,,,,,0.8862288600922469,,,,0.42544720767888305,0.4256432621020497,,,,,,,,,,0.8953068592057762,,15.458333333333334,,,1.5157232704402517,,,0.4899598393574297,,,0.9929925147316452,0.5907172995780591,0.2251434034416826,1.0296873550422116,1.0699543560230205,0.4507845934379458,,0.9708756558994849,2.5859872611464967,4.4772727272727275,1.2708333333333333,0.9165701042873696,1.2176183844011141,1.596660244059088,0.44508670520231214,0.8757637474541752,1.1538461538461537,0.051643192488262914,1.503125,0.25641915336571824,0.3230112119594234,0.24126984126984127,0.08357348703170028,1.0,2.8333333333333335,4.769230769230769,0.25,0.2586605080831409,0.27927927927927926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0218579234972678,0.375,,,0.5605206073752711,0.5959498553519769,,,0.9072375127421,,,,,,,,,,,,,,,0.9746995572422518,0.9290780141843972,1.0443037974683544,0.981132075471698,0.8862478777589134,,,,,,,1.0188679245283019,0.8909710391822828,0.7025823686553874,1.7843137254901962,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7724985706117782,0.8070387941186367,,0.928311057108141,1.0313199105145414,0.5833333333333334,0.46938775510204084,,0.36923076923076925,,
289,1981年度,埼玉県,,0.9792040157762639,0.9791591807402084,,,,,0.8151542244076889,,,,0.4037514433159743,0.4036879944178316,,,,,,,,,,0.9078014184397164,,11.813725490196079,,,1.84793683138054,,,0.5714480687866794,,,0.954840439796192,0.45657418576598313,0.24409023368904498,0.9127732268554728,0.9276696755513923,0.4792441140024783,1.175,0.9276096732685088,0.8585390708231043,1.590506838294449,1.0128449096098953,0.5951424933894819,1.2979445015416238,1.0977334833628034,0.5410273515677118,0.6023777125259615,0.7978142076502732,0.14629512349588347,9.173333333333334,0.33953669240597745,0.34952830188679246,,0.3382028839493735,9.416666666666666,17.72340425531915,41.25,0.12195121951219512,0.30450620615218565,1.2846846846846847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.3,,,0.5561160151324086,0.5982016090866067,,,0.9315738025415444,,,,,,,,,,,,,,,0.9783852511125238,0.9284023668639053,1.0124610591900312,0.9957446808510638,0.8828522920203735,,,,,,,1.1032494758909854,0.857224968387171,0.74079754601227,1.382608695652174,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8007489445376207,0.8530052318550875,,0.9128704113224237,0.8934890304317056,0.6542443064182195,0.31074168797953966,,0.29365079365079366,,
290,1981年度,大分県,,1.1075085324232081,1.1078767123287672,,,,,0.9024770821142969,,,,0.41287241912704287,0.4165205664194201,,,,,,,,,,0.916058394160584,,21.125,,,1.008922198429693,,,0.3092216582064298,,,0.9485993317913133,0.9205776173285198,0.1724537037037037,0.9926470588235294,1.005924453280318,0.3898916967509025,,0.9028214574534998,1.5728380731282647,1.3333333333333333,1.0584050917259453,1.4388270980788676,1.0281520692974013,1.286878216123499,0.4509466437177281,0.9329064587973274,0.5789473684210527,0.0391304347826087,15.290598290598291,0.19541934420827153,0.305270135896586,,0.08682830930537352,13.5,15.186046511627907,27.6,0.03333333333333333,0.1905579399141631,1.096774193548387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9946808510638298,0.4117647058823529,,,0.5537072243346007,0.576661433804291,,,0.9632829373650109,,,,,,,,,,,,,,,0.9820627802690584,0.9242603550295857,1.0352564102564101,1.0043763676148796,0.8749999999999999,,,,,,,1.131979695431472,0.958904109589041,0.7621000820344545,1.475,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.039361739682988,1.0819465337846308,,1.0735981308411215,1.0491803278688525,0.4805194805194805,0.5352112676056338,,0.3783783783783784,,
291,1981年度,大阪府,,1.017548019919374,1.0181510164569216,,,,,0.8314625288874216,,,,0.4553238595623168,0.4536760259915008,,,,,,,,,,0.9039145907473308,,25.628865979381445,,,1.9609333094940105,,,0.7007693716797948,,,0.9413779428200598,0.49055232558139533,0.2486916783371416,0.9038208680310906,0.9330495287865888,0.4031382015691008,0.6618303571428571,0.8801157742402316,0.9565946667579502,13.48976109215017,1.2779183900240756,0.403078178744243,1.2007878939469734,1.3142338061630914,0.6905483604298704,0.7386852961546568,0.6175395858708892,0.08007140124952186,8.491811539430588,0.20461312734648082,0.36574074074074076,0.23330990864371048,0.18542535516902317,1.8869565217391304,13.232876712328768,27.16842105263158,0.1258741258741259,0.17617272948229765,1.4688279301745637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9777777777777777,0.35294117647058826,,,0.5717601547388782,0.6066066066066066,,,0.964179104477612,,,,,,,,,,,,,,,0.9778481012658228,0.931320307874482,0.9969230769230769,0.9914893617021276,0.8817567567567568,,,,,,,1.086734693877551,0.8803311258278146,0.7006978155339806,1.4098765432098765,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7548407044303879,0.8019088351757013,,0.9912346606561483,1.0007855459544384,0.5899532710280374,0.3735521235521235,,0.300531914893617,,
292,1981年度,奈良県,,1.0618729096989967,1.0621848739495798,,,,,0.9133780094316207,,,,0.3941146740046049,0.39347517730496456,,,,,,,,,,0.900355871886121,,46.827586206896555,,,1.6892601431980907,,,0.5184404636459431,,,0.9725049570389954,0.5018181818181818,0.231335952848723,1.0632742956777095,1.0599836057669125,1.127962085308057,1.0153846153846153,1.0429138572058732,1.1212914485165795,3.9339622641509435,1.3655498281786942,0.783,1.138021978021978,1.1344086021505377,0.390899689762151,0.9503122454520772,0.6106870229007634,0.13929618768328444,16.973053892215567,1.2860955431011476,3.8708551483420592,0.19916142557651992,0.9291805710048202,inf,32.392857142857146,22.0,1.325,1.4357541899441342,3.2903225806451615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9891891891891892,0.35294117647058826,,,0.5856164383561644,0.6165094339622641,,,0.9755102040816326,,,,,,,,,,,,,,,0.9747634069400631,0.9252061248527679,1.003115264797508,0.9831578947368421,0.8834459459459458,,,,,,,0.9501187648456056,0.9829391236913533,0.7602739726027398,1.6029411764705883,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8308296346876067,0.8689620212638235,,1.1134969325153374,1.1112531969309463,0.6587301587301587,0.28193832599118945,,0.5151515151515151,,
293,1981年度,宮城県,,1.0289296046287368,1.0299806576402322,,,,,0.8687869822485207,,,,0.4561362301820317,0.4556242947745224,,,,,,,,,,0.9124087591240876,,10.366459627329192,,,1.1596064498496856,,,0.5927362482369535,,,0.9797719462667916,0.7041036717062635,0.20539938769830227,0.9817073170731707,0.9983054705480665,0.4024713150926743,,0.9030008996272972,1.2382697947214076,0.8674121405750799,0.9334426229508197,0.9034267912772586,1.0283277490100518,1.1376146788990826,1.5028462998102468,0.7169704942679948,0.8617886178861789,0.05735492577597841,11.614035087719298,0.33763683310906645,0.1787535116012902,,0.4230124119423012,6.6,9.401515151515152,29.285714285714285,0.07028112449799197,0.34205405405405404,0.8697183098591549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9891891891891892,0.42857142857142855,,,0.5650140318054256,0.5888661899897855,,,0.9457111834961998,,,,,,,,,,,,,,,0.9778621125869703,0.9267572356763142,0.9882005899705015,0.9834710743801653,0.8929765886287626,,,,,,,1.056890012642225,0.9080034797738147,0.6638795986622074,1.6818181818181819,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8578611224351135,0.9398488306137793,,0.9593810444874274,1.0942698706099816,0.5362903225806451,0.3287671232876712,,0.35294117647058826,,
294,1981年度,宮崎県,,1.0940325497287522,1.0960144927536233,,,,,0.8790212958767558,,,,0.3653527658164955,0.37345653086938263,,,,,,,,,,0.9194139194139195,,8.577777777777778,,,0.9188649080735412,,,0.3707136237256719,,,0.9650725416442772,2.4095744680851063,0.16045245077503142,0.9663508260447036,0.9654533476076752,1.0195121951219512,,0.9116436187057955,1.146608695652174,2.368916797488226,1.0650717703349282,1.376068376068376,1.1118881118881119,1.5665809768637533,0.36523652365236525,0.8388641806363325,0.3877551020408163,0.03740157480314961,22.06,0.23654795944892124,0.31234611326064016,,0.021912350597609563,,28.428571428571427,130.0,0.14705882352941177,0.28548123980424145,0.21333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.35294117647058826,,,0.5510416666666667,0.5799086757990868,,,0.9513274336283185,,,,,,,,,,,,,,,0.9871382636655949,0.9302741358760428,1.0129870129870129,1.0199115044247786,0.889273356401384,,,,,,,1.1487068965517242,0.9779330636263333,0.8113006396588486,1.4387755102040816,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.886800296956199,0.9910924170966454,,1.0494505494505495,1.0436681222707425,0.4619883040935672,0.48739495798319327,,0.391304347826087,,
295,1981年度,富山県,,1.0711610486891385,1.0712945590994372,,,,,0.8517657992565055,,,,0.3584839853513922,0.3676614905039543,,,,,,,,,,0.8905109489051095,,18.181818181818183,,,1.4699570815450644,,,0.6621135873472322,,,0.9612313053579207,1.0360360360360361,0.24086870681145114,1.0154264137041813,0.9783608711978972,2.9320388349514563,,0.9976401179941002,1.0786823331934536,3.207317073170732,0.8865858427845131,0.9463519313304721,1.1443624868282403,1.2491364421416236,1.4108527131782946,0.797261089610003,0.319672131147541,0.043478260869565216,2.6247379454926625,0.3899532710280374,0.3899532710280374,,,1.2352941176470589,3.31055900621118,29.0,0.20689655172413793,0.5186440677966102,1.2121212121212122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.38461538461538464,,,0.5515799256505577,0.5798276735935124,,,0.9391025641025642,,,,,,,,,,,,,,,0.9810366624525917,0.9275618374558303,1.0123076923076924,1.0,0.8783333333333334,,,,,,,1.0476190476190477,0.8573901003807546,0.7097345132743362,1.2380952380952381,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8926513271358264,0.9093386528881476,,0.9226441631504922,0.9445037353255069,0.5307692307692308,0.45901639344262296,,0.27906976744186046,,
296,1981年度,山口県,,1.090670170827858,1.0915119363395225,,,,,0.852073732718894,,,,0.41145235971284144,0.4114726971869829,,,,,,,,,,0.9025270758122744,,12.14,,,1.4018126888217524,,,0.4260869565217391,,,0.975886379891693,0.7482993197278912,0.21866576819407008,0.9912422440537746,1.0003600890401991,0.2878787878787879,,0.8330318015518836,1.6394333717674188,1.2878787878787878,1.2524687294272547,1.3509369676320273,0.969953260627643,1.5035618878005343,0.34038950042337,0.9024234693877551,0.6421568627450981,0.0948905109489051,5.357558139534884,0.3326352915243029,0.2798866855524079,0.869615832363213,0.27029804727646456,11.0,10.89516129032258,85.33333333333333,0.09554140127388536,0.4230769230769231,1.3645833333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0164835164835164,0.3125,,,0.528156221616712,0.5665149215983815,,,0.9168399168399168,,,,,,,,,,,,,,,0.9802169751116784,0.9306461173681091,1.022653721682848,1.002183406113537,0.8967297762478486,,,,,,,1.0451127819548873,0.8851022395326192,0.709136109384711,1.7157894736842105,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9691856940796121,0.9739305891848264,,0.9726027397260274,0.9734848484848485,0.5663716814159292,0.467966573816156,,0.38235294117647056,,
297,1981年度,山形県,,1.0675453047775947,1.0675453047775947,,,,,0.9113174007505431,,,,0.32188466191692433,0.32149344096871846,,,,,,,,,,0.9025270758122744,,9.180851063829786,,,1.0777598710717164,,,0.49755301794453505,,,0.9561381074168798,0.7633136094674556,0.21713842574641334,0.9507568499712589,0.9695493783163063,0.3864447086801427,,0.9838365989293696,0.8578932010504815,1.0228365384615385,0.8717557251908397,1.2862547288776798,0.9085545722713865,0.9763047390521895,0.8666666666666667,0.7565036420395421,0.32941176470588235,0.05555555555555555,2.7409200968523004,0.2635106828655216,0.2635106828655216,,,0.2,6.875,5.0,0.12605042016806722,0.24929178470254956,0.6413043478260869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9842105263157894,0.46153846153846156,,,0.5741758241758241,0.5974955277280859,,,0.9464692482915718,,,,,,,,,,,,,,,0.9828680203045685,0.9287396937573614,1.009090909090909,1.0127388535031847,0.89,,,,,,,1.1452054794520548,0.9239477503628447,0.7121771217712177,1.4857142857142858,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5178548455275588,0.7775651867282237,,0.9741267787839586,1.0765432098765433,0.6764705882352942,0.34439834024896265,,0.4482758620689655,,
298,1981年度,山梨県,,1.0532994923857868,1.0534351145038168,,,,,0.8889916743755781,,,,0.40575822603719597,0.40929900707533146,,,,,,,,,,0.9049295774647887,,9.163636363636364,,,1.062867215041128,,,0.46486090775988287,,,0.9755964305226734,0.7309941520467836,0.21515326778484672,0.8742802783758074,0.8747196738022426,0.8498583569405099,,0.9109054275280192,0.732094842336837,2.618705035971223,1.051779935275081,0.7505601194921583,0.8667814113597246,1.0700389105058365,0.5991561181434599,0.8322271386430679,0.47191011235955055,0.061946902654867256,26.76829268292683,0.3514197865798517,0.20879940343027592,1.3112449799196788,0.041599135602377095,1.4285714285714286,46.63157894736842,33.5,0.14942528735632185,0.3447136563876652,0.9821428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.973404255319149,0.3888888888888889,,,0.6058360352014822,0.6374807987711213,,,0.9299492385786802,,,,,,,,,,,,,,,0.9802547770700637,0.9300947867298578,1.028125,1.0,0.8959044368600683,,,,,,,1.1305970149253732,0.9330524344569289,0.7141089108910891,1.5789473684210527,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0588704054188665,1.0961702936424973,,0.988929889298893,1.0981767180925666,0.625,0.3630952380952381,,0.4230769230769231,,
299,1981年度,岐阜県,,1.0551508844953175,1.0554393305439331,,,,,0.8821783647425434,,,,0.40178171223666514,0.403244920993228,,,,,,,,,,0.888086642599278,,16.39325842696629,,,1.0347912524850895,,,0.36066584463625156,,,0.9838827245484734,0.9647390691114246,0.24715755278830537,0.9851317601475154,0.9642926029511043,1.6174103877103145,,0.9567229411260605,1.1120469627360898,1.681578947368421,1.0088085303662495,0.7838277123120683,1.112861736334405,1.4245391705069124,0.6051587301587301,0.8011935208866156,0.4,0.08807733619763695,3.382859804378202,0.43164847788627225,0.2926829268292683,0.5625,0.5483965014577259,1.0,2.7798816568047338,39.642857142857146,0.12658227848101267,0.4660361134995701,1.2195121951219512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0053191489361701,0.3333333333333333,,,0.5482209737827716,0.579948586118252,,,0.9387331256490136,,,,,,,,,,,,,,,0.9796178343949046,0.9294605809128632,0.996875,1.0,0.8835616438356165,,,,,,,1.1144674085850557,0.9185966521440037,0.7780026990553306,1.3951612903225807,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7907361455748553,0.8928020841062169,,0.9866666666666667,0.950063211125158,0.8181818181818182,0.4065040650406504,,0.29411764705882354,,
